Bradford Lamp in Americana Espresso with Shade,9196XTESB,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured black with salem brick stripe paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196XTESB.jpg,
Bradford Lamp in Americana Pearwood with Shade,9196ATPWD,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp Base is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured black with salem brick stripe paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196ATPWD.jpg,
Bradford Lamp in Americana Pearwood with Shade,9196XTPWD,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured pearwood paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196XTPWD.jpg,
Bradford Lamp in Americana Red with Shade,9196ATPLR,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp Base is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured black with salem brick stripe paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196ATPLR.jpg,
Bradford Lamp in Americana Red with Shade,9196XTPLR,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured dark country red paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196XTPLR.jpg,
Bradford Lamp in Americana White with Shade,9196ATVWH,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp Base is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured black with salem brick stripe paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196ATVWH.jpg,
Bradford Lamp in Americana White with Shade,9196XTVWH,(All) Irvin's Products|Lamps with Shade||||||||,"A larger version of our ever popular Cedar Creek Lamp, the Bradford Lamp is proportioned for a large room with overstuffed furniture or high ceilings. The Bradford Lamp is brimming with country charm. It offers another option for the country decorator. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max; Arms have candelabra sockets, 4 x 60 watts max. UL listed for dry locations. Textured vintage white paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,28-Inches high and 17-Inches diameter,1,180.00,,0.00,,0.00,1,9196XTVWH.jpg,
Bradford Student Lamp in Antique Tin,K18-57BZ,(All) Irvin's Products|Accent Lighting|(Newest) Products|||||||,"A uniquely styled lamp that works well in a study area or in the bedroom. Created with double shades for maximum lighting, the Double Student Lamp is useful for any area in the home. Antique tin finish. Solid metal construction. Has a 7-foot cord and line switch. Candelabra sockets, 2 x 60 watts maximum wattage.",Out of stock - order to ship after 06/15/18,,,1,26.5-Inches high and 13.5-Inches wide and 8-Inches deep,1,40.00,,0.00,,0.00,1,K18-57BZ.jpg,
Bread Box in Antique Tin,K18-47BZ,(All) Irvin's Products|Kitchen - Tabletop|(Newest) Products|||||||,The Bread Box in Antique Tin is a grand piece that will complete farmhouse charm to your kitchen or pantry counter.  This anchor piece has one large interior cavity to keep all of your bread and rolls. Imported. Antique tin finish. .,Out of stock - order to ship after 06/15/18,,,1,11-Inches high and 13.75-Inches wide and 11-Inches deep,1,32.50,,0.00,,0.00,1,K18-47BZ.jpg,
Breakfast Table Pendant in Brushed Tin,K18-64BU,(All) Irvin's Products|Pendants|(Newest) Products|||||||,"A retro looking pendant that could be used in the breakfast area, bathroom, hallway, or anywhere else that a small unique pendant would make the room. Antiqued brushed tin finish. Includes canopy kit and 6.5-feet of wire with chain for hardwire installation. Standard socket, 1 x 150 watts maximum wattage.",Out of stock - order to ship after 06/15/18,,,1,11-Inches high and 13.5-Inches diameter,1,44.00,,0.00,,0.00,1,K18-64BU.jpg,
Brinton Floor Lamp in Farmhouse White with Shade,9201XFWH,(All) Irvin's Products|Lamps with Shade|(Newest) Products|||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max. UL listed for dry locations. Heavily distressed white over black paint finish; Metal shade included. Shade and Base are Made in the USA.",In Stock,,,1,59-Inches high and 17-Inches diameter (with shade),1,271.50,,0.00,,0.00,1,9201XFWH.jpg,
Brinton Floor Lamp in Plantation Red with Shade,9201ATPLR,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured plantation red paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,59-Inches high and 17-Inches diameter,1,268.00,,0.00,,0.00,1,9201ATPLR.jpg,
Brinton House Floor Lamp Americana Black with Shade,9201XTBOR,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured black paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter (with shade),1,268.00,,0.00,,0.00,1,9201XTBOR.jpg,
Brinton House Floor Lamp Americana Espresso with Shade,9201XTESB,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black paint finish with red stripe; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter (with shade),1,268.00,,0.00,,0.00,1,9201XTESB.jpg,
Brinton House Floor Lamp Americana Pearwood with Shade,9201XTPWD,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured pearwood paint finish with red stripe; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter (with shade),1,268.00,,0.00,,0.00,1,9201XTPWD.jpg,
Brinton House Floor Lamp Americana Red with Shade,9201XTPLR,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured plantation red paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,59-Inches high and 17-Inches diameter (with shade),1,268.00,,0.00,,0.00,1,9201XTPLR.jpg,
Brinton House Floor Lamp Americana White with Shade,9201XTVWH,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured vintage white paint finish; Black textured shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter (with shade),1,268.00,,0.00,,0.00,1,9201XTVWH.jpg,
Brinton House Floor Lamp Base Americana Espresso,9201TESB,(All) Irvin's Products|Lamp Bases||||||||,"A slim beautiful wooden floor lamp base that will grace your home with style and elegance. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black paint finish with red stripe. Made In USA.",In Stock,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201TESB.jpg,
Brinton House Floor Lamp Base Americana Pearwood,9201TPWD,(All) Irvin's Products|Lamp Bases||||||||,"A slim beautiful wooden floor lamp base that will grace your home with style and elegance. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured pearwood paint finish. Made In USA.",In Stock,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201TPWD.jpg,
Brinton House Floor Lamp Base in Americana Black,9201TBOR,(All) Irvin's Products|Lamp Bases||||||||,"A slim beautiful wooden floor lamp base that will grace your home with style and elegance. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured black paint finish. Made In USA.",In Stock,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201TBOR.jpg,
Brinton House Floor Lamp Base in Americana Red,9201TPLR,(All) Irvin's Products|Lamp Bases||||||||,"A slim beautiful wooden floor lamp base that will grace your home with style and elegance. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured plantation red paint finish. Made In USA.",Out of stock - order to ship after 06/10/18,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201TPLR.jpg,
Brinton House Floor Lamp Base in Americana White,9201TVWH,(All) Irvin's Products|Lamp Bases||||||||,"A slim beautiful wooden floor lamp base that will grace your home with style and elegance. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured vintage white paint finish. Made In USA.",In Stock,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201TVWH.jpg,
Brinton House Floor Lamp Base in Farmhouse White,9201FWH,(All) Irvin's Products|Lamp Bases|(Newest) Products|||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and line switch; Plugs into wall outlet; Top center has a standard socket, 1 x 150 watts max. UL listed for dry locations. Heavily distressed white over black paint finish; Shade not Included. Made in the USA.",In Stock,,,1,59-Inches high and 13-Inches diameter,1,248.00,,0.00,,0.00,1,9201FWH.jpg,
Brinton House Floor Lamp in Black with Shade,9201ATBOR,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured black paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter,1,268.00,,0.00,,0.00,1,9201ATBOR.jpg,
Brinton House Floor Lamp in Espresso with Shade,9201ATESB,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black paint finish with red stripe; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter,1,268.00,,0.00,,0.00,1,9201ATESB.jpg,
Brinton House Floor Lamp in Pearwood with Shade,9201ATPWD,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured pearwood paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter,1,268.00,,0.00,,0.00,1,9201ATPWD.jpg,
Brinton House Floor Lamp in White with Shade,9201ATVWH,(All) Irvin's Products|Lamps with Shade||||||||,"A slim beautiful wooden floor lamp that will grace your home with wonderful light patterns from the punched metal shade. The perfect piece to complete your room. Has a 7-foot cord and 3-way switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured vintage white paint finish; Ivory Linen shade included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,59-Inches high and 17-Inches diameter,1,268.00,,0.00,,0.00,1,9201ATVWH.jpg,
Butcher Lamp in Americana Black with Shade,873ATBOR,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Ivory Linen shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873ATBOR.jpg,
Butcher Lamp in Americana Espresso with Shade,873ATESB,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Ivory Linen shade is included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873ATESB.jpg,
Butcher Lamp in Americana Pearwood with Shade,873ATPWD,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Ivory Linen shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873ATPWD.jpg,
Butcher Lamp in Americana Red with Shade,873ATPLR,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Ivory Linen shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873ATPLR.jpg,
Butcher Lamp in Americana White with Shade,873ATVWH,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Ivory Linen shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873ATVWH.jpg,
Butcher's Lamp Base in Americana Black,873TBOR,(All) Irvin's Products|Lamp Bases||||||||,"The Butcher's Lamp Base is a smaller sized lamp base that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured black paint finish;  Shade not included. Made In USA.",In Stock,,,1,18.75-Inches high and 6-Inches diameter,1,72.50,,0.00,,0.00,1,873TBOR.jpg,
Butcher's Lamp Base in Americana Espresso,873TESB,(All) Irvin's Products|Lamp Bases||||||||,"The Butcher's Lamp Base is a smaller sized lamp base that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso with brick stripes paint finish;  Shade not included. Made In USA.",Out of stock - order to ship after 06/10/18,,,1,18.75-Inches high and 6-Inches diameter,1,72.50,,0.00,,0.00,1,873TESB.jpg,
Butcher's Lamp Base in Americana Pearwood,873TPWD,(All) Irvin's Products|Lamp Bases||||||||,"The Butcher's Lamp Base is a smaller sized lamp base that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured pearwood paint finish;  Shade not included. Made In USA.",In Stock,,,1,18.75-Inches high and 6-Inches diameter,1,72.50,,0.00,,0.00,1,873TPWD.jpg,
Butcher's Lamp Base in Americana Red,873TPLR,(All) Irvin's Products|Lamp Bases||||||||,"The Butcher's Lamp Base is a smaller sized lamp base that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured dark red paint finish;  Shade not included. Made In USA.",In Stock,,,1,18.75-Inches high and 6-Inches diameter,1,72.50,,0.00,,0.00,1,873TPLR.jpg,
Butcher's Lamp Base in Americana White,873TVWH,(All) Irvin's Products|Lamp Bases||||||||,"The Butcher's Lamp Base is a smaller sized lamp base that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured vintage white paint finish;  Shade not included. Made In USA.",In Stock,,,1,18.75-Inches high and 6-Inches diameter,1,72.50,,0.00,,0.00,1,873TVWH.jpg,
Butcher's Lamp in Americana Black with Shade,873XTBOR,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured black over red paint finish;  Black textured shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873XTBOR.jpg,
Butcher's Lamp in Americana Espresso with Shade,873XTESB,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured espresso black with salem brick stripe paint finish;  Black textured shade is included. Lamp Base is made in the USA, Shade is Imported.",Out of stock - order to ship after,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873XTESB.jpg,
Butcher's Lamp in Americana Pearwood with Shade,873XTPWD,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured pearwood paint finish;  Black textured shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873XTPWD.jpg,
Butcher's Lamp in Americana Red with Shade,873XTPLR,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured dark country red paint finish;  Black textured shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873XTPLR.jpg,
Butcher's Lamp in Americana White with Shade,873XTVWH,(All) Irvin's Products|Lamps with Shade||||||||,"The Butcher's Lamp Base is a smaller sized lamp that is perfect as an accent lamp or a bedside lamp. Has a 7-foot cord and line switch; Plugs into wall outlet; Standard socket, 1 x 150 watts maximum watts. UL listed for dry locations. Textured vintage white paint finish; Black textured shade is included. Lamp Base is made in the USA, Shade is Imported.",In Stock,,,1,18.75-Inches high and 12.5-Inches diameter,1,87.50,,0.00,,0.00,1,873XTVWH.jpg,
Cabin Chamberstick with Reflector in Blackened Tin,857WBT,(All) Irvin's Products|Accent Lighting||||||||,"A unique accent light with many possible uses. This little light would look great in a powder room or alcove area. The matching attached reflector adds a charming dimension. Candelabra socket, 1 x 60 watts maximum wattage. Has a 7-foot cord and line switch; Plugs into wall outlet; Candelabra socket, 1 x 60 watts maximum watts. Made in the USA.",In Stock,,,1,8.5-Inches high and 5.5-Inches wide,1,13.75,,0.00,,0.00,1,857WBT.jpg,
Caddy with Middle Divider in Antique Tin,K18-45BZ,(All) Irvin's Products|Kitchen - Tabletop|(Newest) Products|||||||,"A company favorite, the Caddy with Middle Divider in Antique Tin is a good sized piece to help you stay organized at home. A great piece for the office or the kitchen, this piece can hold the a variety of salt, pepper, vinegars and other items used at mealtime. Imported. Antique tin finish. Solid metal construction. Metal handle with wooden bale.",In Stock,,,1,7.5-Inches high and 16-Inches wide and 10.5-Inches deep,1,20.00,,0.00,,0.00,1,K18-45BZ.jpg,
Cambridge Wood Chandelier in Americana Black,9184TBOR,(All) Irvin's Products|Chandeliers - Wood||||||||,"Your family and friends will bask in the cozy lighting effect produced by the graceful lines of the four sweeping arms and the artistically pierced shades. With its painted wood center, our Cambridge Chandelier is equally at home over a dining room table or in a farmhouse kitchen. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 4 x 60 watts maximum wattage. UL listed for dry locations. Textured black over red painted finish with textured black arms and Kettle Black finish shades. Made in the USA.",In Stock,,,1,15-Inches high and 26-Inches diameter,1,158.00,,0.00,,0.00,1,9184TBOR.jpg,
Cambridge Wood Chandelier in Americana Espresso,9184TESB,(All) Irvin's Products|Chandeliers - Wood||||||||,"Your family and friends will bask in the cozy lighting effect produced by the graceful lines of the four sweeping arms and the artistically pierced shades. With its painted wood center, our Cambridge Chandelier is equally at home over a dining room table or in a farmhouse kitchen. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 4 x 60 watts maximum wattage. UL listed for dry locations. Textured espresso painted finish with red stripes; Black textured arms and Kettle Black finish shades. Made in the USA.",In Stock,,,1,15-Inches high and 26-Inches diameter,1,158.00,,0.00,,0.00,1,9184TESB.jpg,
Cambridge Wood Chandelier in Americana Pearwood,9184TPWD,(All) Irvin's Products|Chandeliers - Wood||||||||,"Your family and friends will bask in the cozy lighting effect produced by the graceful lines of the four sweeping arms and the artistically pierced shades. With its painted wood center, our Cambridge Chandelier is equally at home over a dining room table or in a farmhouse kitchen. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 4 x 60 watts maximum wattage. UL listed for dry locations. Textured pearwood painted finish with textured black arms and Kettle Black finish shades. Made in the USA.",In Stock,,,1,15-Inches high and 26-Inches diameter,1,158.00,,0.00,,0.00,1,9184TPWD.jpg,
Cambridge Wood Chandelier in Americana Red,9184TPLR,(All) Irvin's Products|Chandeliers - Wood||||||||,"Your family and friends will bask in the cozy lighting effect produced by the graceful lines of the four sweeping arms and the artistically pierced shades. With its painted wood center, Our Cambridge Chandelier is equally at home over a dining room table or in a farmhouse kitchen. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 4 x 60 watts maximum wattage. UL listed for dry locations. Textured dark country red painted finish with textured black arms and Kettle Black finish shades. Made in the USA.",In Stock,,,1,15-Inches high and 26-Inches diameter,1,158.00,,0.00,,0.00,1,9184TPLR.jpg,
Cambridge Wood Chandelier in Americana White,9184TVWH,(All) Irvin's Products|Chandeliers - Wood||||||||,"Your family and friends will bask in the cozy lighting effect produced by the graceful lines of the four sweeping arms and the artistically pierced shades. With its painted wood center, Our Cambridge Chandelier is equally at home over a dining room table or in a farmhouse kitchen. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 4 x 60 watts maximum wattage. UL listed for dry locations. Textured vintage white finish with textured black arms and Kettle Black finish shades. Made in the USA.",In Stock,,,1,15-Inches high and 26-Inches diameter,1,158.00,,0.00,,0.00,1,9184TVWH.jpg,
Candle Stand in Antique Tin,K18-26BZ,(All) Irvin's Products|Candle Holders|(Newest) Products|||||||,The Candle Stand in Antique Tin is a country farmhouse decorator's dream. The Candle Stand resembles an upside down funnel with a candle holder on top. Antique tin finish. Solid metal construction. Holds a regular or battery operated taper which is not included.,Out of stock - order to ship after 06/15/18,,,1,5.75-Inches high and 4.75-Inches wide and 4.25-Inches deep,1,3.75,,0.00,,0.00,1,K18-26BZ.jpg,
Candle Warmer with Country Star in Kettle Black,733STKB,(All) Irvin's Products|Wax Warmers||||||||,"For the person who hesitates to burn a candle, we have the answer! The bulb in our Candle Warmer melts the candle, in just a few hours, as it sits in our unique metal rack giving a scent without any open flame. Use our candle warmer refills or melt regular jar candles up to 4 3/4 wide or oval candles that do not fit in ceramic warmers. Plus you get the added benefit of a lovely nightlight that cast patterns of light on nearby walls! 1 candelabra socket, 60 watts maximum; Bulb included. Always use a straight sided jar candle for warming, not included. Made in the USA.",In Stock,,,1,8.75-Inches high and 7.5-Inches diameter,1,14.50,,0.00,,0.00,1,733STKB.jpg,
