32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg,Plum Mirage Beaded Strands Bracelet,32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg
18663,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Everything Is Beautiful"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18663_l.jpg,"""Live Dreams"" Music Box",18663,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Everything Is Beautiful"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18663_l.jpg
17719,"This wall décor piece is made of tin and has a sawtooth hanger in the back.

W: 8""
H: 26""
D: 0.25""",http://www.carsonhomeaccents.com/images/17719_l.jpg,"""Great Minds"" Wall Décor",17719,"This wall décor piece is made of tin and has a sawtooth hanger in the back.

W: 8""
H: 26""
D: 0.25""",http://www.carsonhomeaccents.com/images/17719_l.jpg
16334,Ceramic magnets include 6 each of 4 designs for a total of 24 magnets per set. See item 17131 Magnet Display so you can display the magnets and increase impulse sales!,http://www.carsonhomeaccents.com/images/16334_l.jpg,"""Flip Flops"" by Barb Tourtillotte Magnets*",16334,Ceramic magnets include 6 each of 4 designs for a total of 24 magnets per set. See item 17131 Magnet Display so you can display the magnets and increase impulse sales!,http://www.carsonhomeaccents.com/images/16334_l.jpg
64602,"Our Heartfelt Gift message blocks are made of wood composite and are self standing.

W: 4""
H: 4""
D: 1""",http://www.carsonhomeaccents.com/images/64602_l.jpg,"""Angel/Guardian"" Message Block",64602,"Our Heartfelt Gift message blocks are made of wood composite and are self standing.

W: 4""
H: 4""
D: 1""",http://www.carsonhomeaccents.com/images/64602_l.jpg
58380,"Ceramic mug, 12 oz

Reads: Friendship means I'm always here Reads inside: Believing in you every step of the way!

Dimensions: 4.5"" H",http://www.carsonhomeaccents.com/images/58380_l.jpg,"""Reminders of a Good Life"" by Holli Conger ""Friendship"" Mug",58380,"Ceramic mug, 12 oz

Reads: Friendship means I'm always here Reads inside: Believing in you every step of the way!

Dimensions: 4.5"" H",http://www.carsonhomeaccents.com/images/58380_l.jpg
12205,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12205_l.jpg,"Comfort Ornaments ""Angel""",12205,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12205_l.jpg
60155,"Wall art is made from canvas, wood, beads, wire, and has a sawtooth hanger on the back.

Dimensions: 20"" L x 16"" H",http://www.carsonhomeaccents.com/images/60155_l.jpg,"Beads of Faith ""Love"" Wall Art",60155,"Wall art is made from canvas, wood, beads, wire, and has a sawtooth hanger on the back.

Dimensions: 20"" L x 16"" H",http://www.carsonhomeaccents.com/images/60155_l.jpg
10414,"Our Heartfelt Gift mini prayer candles are lit by a bright LED light, made of real vanilla scented wax, and the flame actually flickers! This candle is mess free and contains a built-in automatic timer that runs 6 hrs. on and 18 hours off.

H: 4""
DIA: 3""",http://www.carsonhomeaccents.com/images/10414_l.jpg,"""Firefighter's Prayer"" Mini Prayer Candle",10414,"Our Heartfelt Gift mini prayer candles are lit by a bright LED light, made of real vanilla scented wax, and the flame actually flickers! This candle is mess free and contains a built-in automatic timer that runs 6 hrs. on and 18 hours off.

H: 4""
DIA: 3""",http://www.carsonhomeaccents.com/images/10414_l.jpg
46343,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46343_l.jpg,Winter Whitetail Garden Dura Soft™ Flag,46343,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46343_l.jpg
31549,65% Viscose 30% Acrylic 5% Spandex,http://www.carsonhomeaccents.com/images/31549_l.jpg,Crystal Dolman Sleeve Blouse Soft Gray 1X,31549,65% Viscose 30% Acrylic 5% Spandex,http://www.carsonhomeaccents.com/images/31549_l.jpg
31621,"Detailed side buttons

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31621_l.jpg,Flare Out Tunic Dark Gray L/XL,31621,"Detailed side buttons

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31621_l.jpg
46349,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46349_l.jpg,Chickadee Pair Garden Dura Soft™ Flag,46349,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46349_l.jpg
31031,"Tropical lifestyles and botanical inspired polyblends for comfort styling and travel friendly fabric. Watercolors print

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31031_l.jpg,Tropics Cold Shoulder Striped Burnout Dress/Cover Up -MEDIUM,31031,"Tropical lifestyles and botanical inspired polyblends for comfort styling and travel friendly fabric. Watercolors print

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31031_l.jpg
46028,"GlitterTrends™ are making a sparkling introduction! This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

Dimensions: 18""H x 13""W",http://www.carsonhomeaccents.com/images/46028_l.jpg,"GlitterTrends® Let It Snow Fun Garden Dura Soft® Flag
© Tina Wenke",46028,"GlitterTrends™ are making a sparkling introduction! This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

Dimensions: 18""H x 13""W",http://www.carsonhomeaccents.com/images/46028_l.jpg
66852,Pressed metal pockets with an early American finish. Star ornaments have a material ribbon for hanging. Assorted multiples of 24.,http://www.carsonhomeaccents.com/images/66852_l.jpg,Little Details Star Ornaments,66852,Pressed metal pockets with an early American finish. Star ornaments have a material ribbon for hanging. Assorted multiples of 24.,http://www.carsonhomeaccents.com/images/66852_l.jpg
19833,"Inspired by Dan's three sisters, his best friends, and women who inspire and amaze him. This collection expresses women's attention to fashion, family, work and play. Magnets are wood composite, assorted multiples of 3.",http://www.carsonhomeaccents.com/images/19833_l.jpg,"""Girlfriends"" by Dan DiPaolo Magnets",19833,"Inspired by Dan's three sisters, his best friends, and women who inspire and amaze him. This collection expresses women's attention to fashion, family, work and play. Magnets are wood composite, assorted multiples of 3.",http://www.carsonhomeaccents.com/images/19833_l.jpg
31024,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31024_l.jpg,Kaleidoscope Mosaic print Dolman Sleeve Waisted Dress-LARGE,31024,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31024_l.jpg
30939,"These super comfy palazzo pants have elastic waist and no wrinkles! Our polyester blend material allows you to easily adjust the length of your garment. No need for hemming! Just cut fabric to your desired length and enjoy!

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/30939_l.jpg,Palazzo Pants Orange Wildflowers - L/XL,30939,"These super comfy palazzo pants have elastic waist and no wrinkles! Our polyester blend material allows you to easily adjust the length of your garment. No need for hemming! Just cut fabric to your desired length and enjoy!

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/30939_l.jpg
63588,"Message bar is handpainted and crafted out of cast polyresin with a brown stone texture.

W: 8""
H: 2""
D: 1.25""",http://www.carsonhomeaccents.com/images/63588_l.jpg,"""Mother's Prayer"" Prayer Message Bar",63588,"Message bar is handpainted and crafted out of cast polyresin with a brown stone texture.

W: 8""
H: 2""
D: 1.25""",http://www.carsonhomeaccents.com/images/63588_l.jpg
31155,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31155_l.jpg,Kaleidoscope Carrot Ruching V-Neck Blouse - EXTRA LARGE,31155,"Summer bold brights and water colored inspired polyblends for easy wear.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31155_l.jpg
31781,3 Assortment Gold finish with semi precious stones,http://www.carsonhomeaccents.com/images/31781_l.jpg,Teardrop Earrings Orange and Magenta,31781,3 Assortment Gold finish with semi precious stones,http://www.carsonhomeaccents.com/images/31781_l.jpg
30421,"Wear me three ways! Reversible, long sleeves.
MATERIAL: 65% Viscose 30% Acrylic 5% Spandex
Size Range: Small 4/6 Medium 8/10 Large 12/14 Extra Large 16/18",http://www.carsonhomeaccents.com/images/30421_l.jpg,Classic Remix Black Fitted Cape with Blouse – MEDIUM,30421,"Wear me three ways! Reversible, long sleeves.
MATERIAL: 65% Viscose 30% Acrylic 5% Spandex
Size Range: Small 4/6 Medium 8/10 Large 12/14 Extra Large 16/18",http://www.carsonhomeaccents.com/images/30421_l.jpg
18661,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Carousel Waltz"".

W: 8""
H: 6""
D: 2.75""",http://www.carsonhomeaccents.com/images/18661_l.jpg,"""Greatest Grandma"" Music Box",18661,"This Color To Inspire music box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can colored prior to giving the gift for that extra personal touch! Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Carousel Waltz"".

W: 8""
H: 6""
D: 2.75""",http://www.carsonhomeaccents.com/images/18661_l.jpg
12201,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12201_l.jpg,"Comfort Ornaments ""Beautifully Loved""",12201,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12201_l.jpg
50034,"Growth chart includes decorative clothespin marker. Made from layered canvas. Gift bagged with peggable header card.

Dimensions: 40.75 ""H x 11.25 ""W x 0.25 ""D",http://www.carsonhomeaccents.com/images/50034_l.jpg,"Giraffe Growth Chart
© Jo Moulton",50034,"Growth chart includes decorative clothespin marker. Made from layered canvas. Gift bagged with peggable header card.

Dimensions: 40.75 ""H x 11.25 ""W x 0.25 ""D",http://www.carsonhomeaccents.com/images/50034_l.jpg
16511,"Made from wood composite and has a sawtooth hanger in the back.

Height: 17""
Width: 12.5""
Depth: 1""",http://www.carsonhomeaccents.com/images/16511_l.jpg,"Typography Expressions ""Serenity Prayer"" Wall Décor",16511,"Made from wood composite and has a sawtooth hanger in the back.

Height: 17""
Width: 12.5""
Depth: 1""",http://www.carsonhomeaccents.com/images/16511_l.jpg
50003,"Photo album holds a 3"" x 3"" photo on the front and 4"" x 6"" photos inside the album. Made from zinc alloy. Gift boxed.

Dimensions: 6 ""H x 6.5 ""W",http://www.carsonhomeaccents.com/images/50003_l.jpg,Pink Photo Album,50003,"Photo album holds a 3"" x 3"" photo on the front and 4"" x 6"" photos inside the album. Made from zinc alloy. Gift boxed.

Dimensions: 6 ""H x 6.5 ""W",http://www.carsonhomeaccents.com/images/50003_l.jpg
22272,"Melamine RedNek™ Party Cup with typography style print. Individually gift boxed, melamine cup and glass stem. Holds 16 ounces.

Cup Reads: GOLF THE ONLY SPORT THAT ALLOWS DRINKING AND DRIVING

Dimensions: 8.75"" H x 3.5"" W",http://www.carsonhomeaccents.com/images/22272_l.jpg,"RedNek™ Party Cup ""Golf""",22272,"Melamine RedNek™ Party Cup with typography style print. Individually gift boxed, melamine cup and glass stem. Holds 16 ounces.

Cup Reads: GOLF THE ONLY SPORT THAT ALLOWS DRINKING AND DRIVING

Dimensions: 8.75"" H x 3.5"" W",http://www.carsonhomeaccents.com/images/22272_l.jpg
31812,"The Kylie East/West Crossbody features a 44"" adjustable strap and a zipper enclosure. Exterior: front pocket with snap closure. Interior: one zipper pocket plust two open pockets.

Length: 10""
Height: 7""
Width: 2""",http://www.carsonhomeaccents.com/images/31812_l.jpg,The Kylie Onyx East/West Crossbody,31812,"The Kylie East/West Crossbody features a 44"" adjustable strap and a zipper enclosure. Exterior: front pocket with snap closure. Interior: one zipper pocket plust two open pockets.

Length: 10""
Height: 7""
Width: 2""",http://www.carsonhomeaccents.com/images/31812_l.jpg
55281,"Our Double Appliqué Flags are leading the industry with detailed embroidery, durable construction and vibrant colors. Your customers will feel the difference of durability compared to other single appliqué flags on the market today. And the messages are readable from both sides!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/55281_l.jpg,Winter Friends Garden Double Applique Flag,55281,"Our Double Appliqué Flags are leading the industry with detailed embroidery, durable construction and vibrant colors. Your customers will feel the difference of durability compared to other single appliqué flags on the market today. And the messages are readable from both sides!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/55281_l.jpg
32209,"3"" extension

Length: 18""",http://www.carsonhomeaccents.com/images/32209_l.jpg,Blueberry Color Splash Necklace,32209,"3"" extension

Length: 18""",http://www.carsonhomeaccents.com/images/32209_l.jpg
31181,"Summer bold brights and water colored inspired polyblends for easy wear. Dress has elastic waist line and is embellished with pearls and stones.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31181_l.jpg,Kaleidoscope Fuchsia Draped Collar Dress - MEDIUM,31181,"Summer bold brights and water colored inspired polyblends for easy wear. Dress has elastic waist line and is embellished with pearls and stones.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31181_l.jpg
10923,"Ceramic soap pump with embossed starfish and seahorse detail. 11 OZ.

Dimensions: 4.25 ""H x 3.25 ""Dia",http://www.carsonhomeaccents.com/images/10923_l.jpg,"By the Shore ""Starfish"" Soap Pump",10923,"Ceramic soap pump with embossed starfish and seahorse detail. 11 OZ.

Dimensions: 4.25 ""H x 3.25 ""Dia",http://www.carsonhomeaccents.com/images/10923_l.jpg
16672,"This wall décor piece is made of engraved wood and rope for hanging.

W: 14""
H: 13""
D: 1.5""",http://www.carsonhomeaccents.com/images/16672_l.jpg,"""Faith, Family, Friends"" Wall Décor",16672,"This wall décor piece is made of engraved wood and rope for hanging.

W: 14""
H: 13""
D: 1.5""",http://www.carsonhomeaccents.com/images/16672_l.jpg
64622,"Our Heartfelt Gift mini metal hearts are made of metal and are self standing.

W: 3.5""
H: 3.5""",http://www.carsonhomeaccents.com/images/64622_l.jpg,"""Be-You-Tiful"" Mini Metal Heart",64622,"Our Heartfelt Gift mini metal hearts are made of metal and are self standing.

W: 3.5""
H: 3.5""",http://www.carsonhomeaccents.com/images/64622_l.jpg
21215,"Doorknob wine stopper has a vintage look and cork bottom. Made from resin.

Height: 3.25""
Width: 2.5""",http://www.carsonhomeaccents.com/images/21215_l.jpg,Gold Vintage Look Doorknob Wine Stopper,21215,"Doorknob wine stopper has a vintage look and cork bottom. Made from resin.

Height: 3.25""
Width: 2.5""",http://www.carsonhomeaccents.com/images/21215_l.jpg
SKU: 46540,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46540
48540",http://www.carsonhomeaccents.com/images/46540_l.jpg,"    Garden 12.5 x 18
   ",Elephant Dura Soft™ Flag,SKU: 48540,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46540
48540",http://www.carsonhomeaccents.com/images/46540_l.jpg,"    Large 28 x 40
   "
SKU: 46540,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46540
48540",http://www.carsonhomeaccents.com/images/46540_l.jpg,"    Garden 12.5 x 18
   ",Elephant Dura Soft™ Flag,SKU: 48540,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46540
48540",http://www.carsonhomeaccents.com/images/46540_l.jpg,"    Large 28 x 40
   "
22214,"Made from resin, stainless steel, and rubber. Hand wash only.

Dimensions: 2.75""W x 3.75""H",http://www.carsonhomeaccents.com/images/22214_l.jpg,"""Hammer"" Wine Bottle Stopper",22214,"Made from resin, stainless steel, and rubber. Hand wash only.

Dimensions: 2.75""W x 3.75""H",http://www.carsonhomeaccents.com/images/22214_l.jpg
46559,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46559_l.jpg,"""S"" Southern Monogram Dura Soft™ Flag",46559,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46559_l.jpg
15836,"This wall/table décor piece is made of engraved wood with a sawtooth hanger in back. Can be used as a block as well.

W: 20""
H: 2.5""
D: 1""",http://www.carsonhomeaccents.com/images/15836_l.jpg,"""Go Jump In The Lake"" Wall/Table Décor",15836,"This wall/table décor piece is made of engraved wood with a sawtooth hanger in back. Can be used as a block as well.

W: 20""
H: 2.5""
D: 1""",http://www.carsonhomeaccents.com/images/15836_l.jpg
17693,"Playfully printed table block with simple, but powerful sayings! Bright and bold geometric patterns really POP! Made from wood composite.

Dimensions: 5""H x 8""W x 2""D",http://www.carsonhomeaccents.com/images/17693_l.jpg,"All For Fun ""Keep It Simple"" Table Block",17693,"Playfully printed table block with simple, but powerful sayings! Bright and bold geometric patterns really POP! Made from wood composite.

Dimensions: 5""H x 8""W x 2""D",http://www.carsonhomeaccents.com/images/17693_l.jpg
19653,A unique blend of earthy colors and textures and inspirational messages make this collection very popular. This free standing resin angel figurine has a coordinating message printed on the wings.,http://www.carsonhomeaccents.com/images/19653_l.jpg,"""Blessings With Wings"" by Robin Davis ""Loved"" Figurine",19653,A unique blend of earthy colors and textures and inspirational messages make this collection very popular. This free standing resin angel figurine has a coordinating message printed on the wings.,http://www.carsonhomeaccents.com/images/19653_l.jpg
46615,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46615_l.jpg,"""W"" Christmas Monogram Dura Soft™ Flag",46615,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46615_l.jpg
55274,"Our Double Appliqué Flags are leading the industry with detailed embroidery, durable construction and vibrant colors. Your customers will feel the difference of durability compared to other single appliqué flags on the market today. And the messages are readable from both sides!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/55274_l.jpg,Norht Pole Garden Double Applique Flag,55274,"Our Double Appliqué Flags are leading the industry with detailed embroidery, durable construction and vibrant colors. Your customers will feel the difference of durability compared to other single appliqué flags on the market today. And the messages are readable from both sides!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/55274_l.jpg
13970,"This wall cross is comprised of stained wood composite, corrugated tin, and carpenter studs with a sawtooth hanger.

W: 9.5""
H: 14""
D: 1.25""",http://www.carsonhomeaccents.com/images/13970_l.jpg,"""Star"" 14"" Wall Cross",13970,"This wall cross is comprised of stained wood composite, corrugated tin, and carpenter studs with a sawtooth hanger.

W: 9.5""
H: 14""
D: 1.25""",http://www.carsonhomeaccents.com/images/13970_l.jpg
31589,"Detailed waistband with sewn in belt tie

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31589_l.jpg,Curly Edge Cardigan S/M,31589,"Detailed waistband with sewn in belt tie

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31589_l.jpg
46020,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Dimensions: 13""x18""",http://www.carsonhomeaccents.com/images/46020_l.jpg,"Fruitful Welcome Garden Dura Soft™ Flag
© Gina Linn",46020,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Dimensions: 13""x18""",http://www.carsonhomeaccents.com/images/46020_l.jpg
46565,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46565_l.jpg,"""D"" Classic Monogram Dura Soft™ Flag",46565,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46565_l.jpg
19775,The lifelike colors and textures of the sea creatures in this collection bring life into this product range of useful and decorative home items. Resin magnets come in assorted multiples of 12.,http://www.carsonhomeaccents.com/images/19775_l.jpg,"""Fantasy Reef"" by Paul Brent Magnets*",19775,The lifelike colors and textures of the sea creatures in this collection bring life into this product range of useful and decorative home items. Resin magnets come in assorted multiples of 12.,http://www.carsonhomeaccents.com/images/19775_l.jpg
61003,"Our Day of the Dead easel gift sets are made of wood composite and a wooden easel. Can be colored with pencils or markers. Color before giving the gift to add that personal touch! Gift boxed.

W: 4""
H: 6""
D: 0.5""",http://www.carsonhomeaccents.com/images/61003_l.jpg,"""Sugar Skull/Rose"" Easel Gift Set",61003,"Our Day of the Dead easel gift sets are made of wood composite and a wooden easel. Can be colored with pencils or markers. Color before giving the gift to add that personal touch! Gift boxed.

W: 4""
H: 6""
D: 0.5""",http://www.carsonhomeaccents.com/images/61003_l.jpg
14239,"Resin angel figurine and plaque. Plaque comes with a black wire easel. Each gift box set comes individually boxed with shredded paper and is tied with a lace ribbon. A unique way to remember a beautiful life when you do not know what to say.

Figurine Dimensions: 5"" H x 2.5"" W x 1.75"" D
READS: Grandmothers leave a legacy of love

Plaque Dimensions: 5.5"" H x 5"" W x 0.5"" D
READS: Grandmother may her gentle spirit always warm the heart",http://www.carsonhomeaccents.com/images/14239_l.jpg,"""Peace Be With You"" by Holli Conger ""Grandmother"" Gift Boxed Set",14239,"Resin angel figurine and plaque. Plaque comes with a black wire easel. Each gift box set comes individually boxed with shredded paper and is tied with a lace ribbon. A unique way to remember a beautiful life when you do not know what to say.

Figurine Dimensions: 5"" H x 2.5"" W x 1.75"" D
READS: Grandmothers leave a legacy of love

Plaque Dimensions: 5.5"" H x 5"" W x 0.5"" D
READS: Grandmother may her gentle spirit always warm the heart",http://www.carsonhomeaccents.com/images/14239_l.jpg
62015,"21"" Stained Glass Sonnet has 4 center pinned tubes that emit sweet gentle tones. Quality glass sails are two-sided, sculpted and hand painted. Crafted from aluminum and industrial cord, adjustable striker. Chimes tubes feature an anodized finish and measure .75"" diameter.

L: 21""",http://www.carsonhomeaccents.com/images/62015_l.jpg,"""Cross"" 21"" Stained Glass Sonnet Chime",62015,"21"" Stained Glass Sonnet has 4 center pinned tubes that emit sweet gentle tones. Quality glass sails are two-sided, sculpted and hand painted. Crafted from aluminum and industrial cord, adjustable striker. Chimes tubes feature an anodized finish and measure .75"" diameter.

L: 21""",http://www.carsonhomeaccents.com/images/62015_l.jpg
10929,"Each ceramic mug has a hangtag. 14 oz.

Dimensions: 4.5 ""H",http://www.carsonhomeaccents.com/images/10929_l.jpg,"By the Shore ""Beach"" Mug",10929,"Each ceramic mug has a hangtag. 14 oz.

Dimensions: 4.5 ""H",http://www.carsonhomeaccents.com/images/10929_l.jpg
46547,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46547_l.jpg,"""D"" Southern Monogram Dura Soft™ Flag",46547,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""
Our Monogram flags are available in Garden size Only!

W: 18""
H: 12.5""",http://www.carsonhomeaccents.com/images/46547_l.jpg
63959,"Our birdhouses are fully functional and can displayed indoors as well as outside. There is a removable clean out panel on the back and they are crafted from wood and tin.

Dimensions: 11""H x 3.75""W x 4.75""D",http://www.carsonhomeaccents.com/images/63959_l.jpg,"""Yellow Purple Flower"" Birdhouse",63959,"Our birdhouses are fully functional and can displayed indoors as well as outside. There is a removable clean out panel on the back and they are crafted from wood and tin.

Dimensions: 11""H x 3.75""W x 4.75""D",http://www.carsonhomeaccents.com/images/63959_l.jpg
