FUN IN LUV,TA0028,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Fun In Luv is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0028funinluv_1.jpg
GYPSY PARADE,TA0027,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Gypsy Parade is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0027gypsyparade_1.jpg
WHITE STAR TORTOISE,B0001,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",White Star Tortoise is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/w/h/white-star-tortoise.jpg
INDIE BRACELET,B0014,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Indie Bracelet is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/i/n/indie-bracelet.jpg
BOHEMIAN MINT BRACELET,B0015,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Bohemian Mint Bracelet is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/o/bohemian-mint-bracelet.jpg
LUNA AZUL,B0016,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Luna Azul is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/l/u/luna-azul.jpg
BOURBON STREET BRACELET,B0017,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Bourbon Street Bracelet is available for purchase in increments of 1,$24.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/o/bourbon-street-bracelet.jpg
AUSTRALIAN SEA BRACELET,B0018,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Australian Sea Bracelet is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/u/australian-sea-bracelet.jpg
MALIBU SHIMMER,B0019,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Malibu Shimmer is available for purchase in increments of 1,$24.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/m/a/malibu-shimmer.jpg
DEEP PURPLE,B0020,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Deep Purple is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/d/e/deep-purple.jpg
HAMSA,B0021,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Hamsa is available for purchase in increments of 1,$24.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/h/a/hamsa.jpg
CUPID,B0022,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Cupid is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/u/cupid.jpg
CABO SENORITA,B0013,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Cabo Senorita is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/a/cabo-senorita.jpg
BAHAMA MAMA BRACELT,B0012,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Bahama Mama Bracelt is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/a/bahama-mama-bracelet.jpg
COPPER SOUL,B0011,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Copper Soul is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/o/copper-soul.jpg
SILVER SWIRL,B0002,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Silver Swirl is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/s/i/silver-swirl.jpg
PLATINUM MEDALLION,B0003,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Platinum Medallion is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/p/l/platinum-medallion.jpg
EBONY DRAGONFLY,B0004,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Ebony Dragonfly is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/e/b/ebony-dragonfly.jpg
SANDY SMOOTH GOLD BRACELET,B0005,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Sandy Smooth Gold Bracelet is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/s/a/sandy-smooth-gold-bracelet.jpg
INDIAN SUMMER,B0006,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Indian Summer is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/i/n/indian-summer.jpg
ORLEANS FUN BRACELET,B0007,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Orleans Fun Bracelet is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/o/r/orleans-fun-bracelet.jpg
JUST PEACHY BRACELET,B0008,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Just Peachy Bracelet is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/j/u/just-peachy-bracelet.jpg
BLUE SPAIN,B0009,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Blue Spain is available for purchase in increments of 1,$20.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/l/blue-spain.jpg
SANDY SMOOTH SILVER BRACELET,B0010,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Sandy Smooth Silver Bracelet is available for purchase in increments of 1,$22.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/s/a/sandy-smooth-silver-bracelet.jpg
SARAH JENN BRACELET,B0023,"QUICK OVERVIEW:
Adjustable Jungle Bee bracelets. One size fits all.",Sarah Jenn Bracelet is available for purchase in increments of 1,$23.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/s/a/sarah-jenn-bracelet_1.jpg
CREAMYTUSK,A0007,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",CREAMYTUSK is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/0/a0001creamytusk_3.jpg
OPAL BLISS,A0006,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Opal Bliss is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/0/a0006opalbliss_2__3.jpg
TAHITI SHELL,A0003,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Tahiti Shell is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/0/a0002tahiti_shell_2.jpg
SPRING LOVE,A0002,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Spring Love is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/0/398x265xa0001springlove_1.jpg.pagespeed.ic.dg42QWY1Tq.webp
WAVE & SHELL,A0004,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",WAVE & SHELL is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/0/a0004_2.jpg
TURQUOISE SEA,A0005,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Turquoise Sea is available for purchase in increments of 1,$20.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/d/s/dsc_9654_2.jpg
