"Wood Paddle with Rope (5' 5"") - Natural Relax - OK 595 42",  N a t u r a l   R e l a x  ,OK 595 42|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 42
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 42,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59542_1024x1024@2x.jpg?v=1637259548,OK59542_1024x1024@2x.jpg,,,UC800,OK59542_1024x1024@2x.jpg?v=1637259548
"Wood Paddle with Rope (4' 7"") - White/Blue with White ""CREW"" - OK 618 22","  W h i t e / B l u e   w i t h   W h i t e   "" C R E W ""  ",OK 618 22|Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep,"Product Sku: OK 618 22
Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep",OK 618 22,,,,,,1,$67.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK618_22_horizontal_400x200_1024x1024@2x.jpg?v=1561061688,OK618_22_horizontal_400x200_1024x1024@2x.jpg,,,UC800,OK618_22_horizontal_400x200_1024x1024@2x.jpg?v=1561061688
"Wood Paddle with Rope (5' 5"") - Grey Paradise - OK 595 40",  G r e y   P a r a d i s e  ,OK 595 40|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 40
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 40,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59540_1024x1024@2x.jpg?v=1637259562,OK59540_1024x1024@2x.jpg,,,UC800,OK59540_1024x1024@2x.jpg?v=1637259562
"Wood Paddle with Rope (5' 5"") - Grey White/Aqua Stripe - OK 595 46",  G r e y   W h i t e / A q u a   S t r i p e  ,OK 595 46|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 46
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 46,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59546_1024x1024@2x.jpg?v=1637259520,OK59546_1024x1024@2x.jpg,,,UC800,OK59546_1024x1024@2x.jpg?v=1637259520
"Wood Paddle with Rope (5' 5"") - Natural/NavyWhite Stripe - OK 595 47",  N a t u r a l / N a v y W h i t e   S t r i p e  ,OK 595 47|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 47
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 47,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59547_1024x1024@2x.jpg?v=1637259517,OK59547_1024x1024@2x.jpg,,,UC800,OK59547_1024x1024@2x.jpg?v=1637259517
"Wood Paddle with Rope (4' 7"") - White/White with Navy ""CREW"" - OK 618 23","  W h i t e / W h i t e   w i t h   N a v y   "" C R E W ""  ",OK 618 23|Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep,"Product Sku: OK 618 23
Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep",OK 618 23,,,,,,1,$67.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK618_23_horizontal_400x200_1024x1024@2x.jpg?v=1561061785,OK618_23_horizontal_400x200_1024x1024@2x.jpg,,,UC800,OK618_23_horizontal_400x200_1024x1024@2x.jpg?v=1561061785
"Wood Paddle with Rope (5' 5"") - Natural/Coral/Yellow Stripe - OK 595 48",  N a t u r a l / C o r a l / Y e l l o w   S t r i p e  ,OK 595 48|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 48
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 48,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59548_1024x1024@2x.jpg?v=1637259460,OK59548_1024x1024@2x.jpg,,,UC800,OK59548_1024x1024@2x.jpg?v=1637259460
"Wood Paddle with Rope (5' 5"") - Grey/Aqua/Navy/White Stripe - OK 595 49",  G r e y / A q u a / N a v y / W h i t e   S t r i p e  ,OK 595 49|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 49
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 49,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59549_1024x1024@2x.jpg?v=1637259457,OK59549_1024x1024@2x.jpg,,,UC800,OK59549_1024x1024@2x.jpg?v=1637259457
"Wood Paddle with Rope (5' 5"") - Solid Grey - OK 595 41",  S o l i d   G r e y  ,OK 595 41|Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep,"Product SKU: OK 595 41
Product Dimensions: 65 inch long by 6.125 inch wide by 2.25 inch deep",OK 595 41,,,,,,1,$76.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK59541_1024x1024@2x.jpg?v=1637259559,OK59541_1024x1024@2x.jpg,,,UC800,OK59541_1024x1024@2x.jpg?v=1637259559
"Wood Paddle with Rope (4' 7"") - White/Red - OK 618 02",  W h i t e / R e d  ,OK 618 02|Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep,"Product Sku: OK 618 02
Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep",OK 618 02,,,,,,1,$67.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK618_02_horizontal_400x200_1024x1024@2x.jpg?v=1561061763,OK618_02_horizontal_400x200_1024x1024@2x.jpg,,,UC800,OK618_02_horizontal_400x200_1024x1024@2x.jpg?v=1561061763
"Wood Paddle with Rope (4' 7"") - White/Blue ""RELAX"" - OK 618 21","  W h i t e / B l u e   "" R E L A X ""  ",OK 618 21|Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep,"Product Sku: OK 618 21
Product Dimensions: 55 inch long by 6 inch wide by 2.25 inch deep",OK 618 21,,,,,,1,$67.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/OK618_21_horizontal_400x200_1024x1024@2x.jpg?v=1561061640,OK618_21_horizontal_400x200_1024x1024@2x.jpg,,,UC800,OK618_21_horizontal_400x200_1024x1024@2x.jpg?v=1561061640
"15"" Buoy (White, Blue, Thin Stripe) - BK 180 01",  B K   1 8 0   0 1,BK 180 01|Product Dimensions: 3.25 inch by 3.25 inch base by 15 inch tall,"Product Sku: BK 180 01
Product Dimensions: 3.25 inch by 3.25 inch base by 15 inch tall",BK 180 01,,,,,,1,$31.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/BK180_01_1024x1024@2x.jpg?v=1557340876,BK180_01_1024x1024@2x.jpg,,,UC800,BK180_01_1024x1024@2x.jpg?v=1557340876
Anchor with Rope Accent (Aqua) - WJ AN25 A,  W J   A N 2 5   A,WJ AN25 A|Product Dimensions: 25 inch high by 19.25 inch wide,"Product Sku: WJ AN25 A
Product Dimensions: 25 inch high by 19.25 inch wide",WJ AN25 A,,,,,,1,$43.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/WJ_AN25_A_1024x1024@2x.jpg?v=1557340896,WJ_AN25_A_1024x1024@2x.jpg,,,UC800,WJ_AN25_A_1024x1024@2x.jpg?v=1557340896
Anchor with Rope Accent (White) - WJ AN25 W,  W J   A N 2 5   W,WJ AN25 W|Product Dimensions: 25 inch high by 19.25 inch wide,"Product Sku: WJ AN25 W
Product Dimensions: 25 inch high by 19.25 inch wide",WJ AN25 W,,,,,,1,$43.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/WJAN25W_1024x1024@2x.jpg?v=1557340895,WJAN25W_1024x1024@2x.jpg,,,UC800,WJAN25W_1024x1024@2x.jpg?v=1557340895
"12"" Buoy (Aqua, White #5) - BK 990 17",  B K   9 9 0   1 7,BK 990 17|Product Dimensions: 3.75 inch by 3.75 inch base by 12 inch tall,"Product Sku: BK 990 17
Product Dimensions: 3.75 inch by 3.75 inch base by 12 inch tall",BK 990 17,,,,,,1,$31.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/BK99017_1024x1024@2x.jpg?v=1565116349,BK99017_1024x1024@2x.jpg,,,UC800,BK99017_1024x1024@2x.jpg?v=1565116349
"12"" Buoy (Navy/White stripe) - BK 990 30",  B K   9 9 0   3 0,BK 990 30|Product Dimensions: 3.75 inch by 3.75 inch base by 12 inch tall,"Product Sku: BK 990 30
Product Dimensions: 3.75 inch by 3.75 inch base by 12 inch tall",BK 990 30,,,,,,1,$31.95 ,,,,,1,UC400,UC160,https://cdn.shopify.com/s/files/1/0070/1018/9375/products/BK99030_1024x1024@2x.jpg?v=1637259652,BK99030_1024x1024@2x.jpg,,,UC800,BK99030_1024x1024@2x.jpg?v=1637259652
