Christmas Town Gift Wrap Paper,XB756,Please Select Size,Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"24"" x 208' Quarter Ream / $64.75",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"24"" x 417' Half Ream / $109.50",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"24"" x 833' Full Ream / $199.00",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"30"" x 208' Quarter Ream / $64.75",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"30"" x 417' Half Ream / $109.50",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Town Gift Wrap Paper,XB756,"30"" x 833' Full Ream / $199.00",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Town-Gift-Wrap-Paper/XB756c.jpg?bw=1000&w=1000&bh=1000&h=1000
Winter Village Tissue Paper,11-03-VIL,N|o| |o|p|t|i|o|n,Home|Tissue Paper|Holiday Tissue Paper - Made in USA,,,No set.,,"20"" x 30"", 200 sheets/pack","200 sheets per package.
20"" x 30"" tissue paper.
Price per package.",1,$39.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Winter-Village-Tissue-Paper/BB_1103VIL.jpg?bw=1000&w=1000&bh=1000&h=1000
#20 White Kraft SOS Bags,20#SOS-WHT,N|o| |o|p|t|i|o|n,Home|Bags - Merchandise & SOS|Natural Kraft / White Kraft SOS Bags,,,No set.,,"8 1/4"" x 5 1/4"" x 16"" - 500/case","SOS Bags
500 Bags per case
Price per case",1,$74.00 ,,,,,,,http://www.packagingsource.com/resize/images/WhiteNaturalKraft-SOS-Bags.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-4983 Gift Wrap (Series 6000),GW-4983 (6000),Please Select Size,Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Everyday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-4983-Gift-Wrap-Series-6000/gw-4983.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-4983 Gift Wrap (Series 6000),GW-4983 (6000),"24"" x 417' Half Ream / $182.80",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Everyday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-4983-Gift-Wrap-Series-6000/gw-4983.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-4983 Gift Wrap (Series 6000),GW-4983 (6000),"24"" x 833' Full Ream / $332.90",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Everyday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-4983-Gift-Wrap-Series-6000/gw-4983.jpg?bw=1000&w=1000&bh=1000&h=1000
"Navy Poly Ribbon - 1 1/4"" x 250yds",P8-62,N|o| |o|p|t|i|o|n,Home|Ribbons & Bows|Splendorette Poly Ribbon,,,No set.,,No dim.,"Splendorette Poly Ribbon
Berwick brand
100% polypropylene
Made in U.S.A.

Price per roll.",1,$9.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Navy-Poly-Ribbon-1-1-4-x-250yds/splendoretteribbon_navy.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,Please Select Size,Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"24"" x 208' Quarter Ream / $64.75",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"24"" x 417' Half Ream / $109.50",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"24"" x 833' Full Ream / $199.00",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"30"" x 208' Quarter Ream / $64.75",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"30"" x 417' Half Ream / $109.50",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Christmas Dinosaur Gift Wrap Paper,XB763,"30"" x 833' Full Ream / $199.00",Home|Gift Wrap - Jillson Roberts|All Occasion/Everyday/Floral Gift Wrap Paper,,,No set.,,Available in various sizes.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Christmas-Dinosaur-Gift-Wrap-Paper/XB763c.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,Please Select Size,Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"24"" x 208' Quarter Ream / $59.75",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"24"" x 417' Half Ream / $99.50",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"24"" x 833' Full Ream / $179.00",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"30"" x 208' Quarter Ream / $59.75",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"30"" x 417' Half Ream / $99.50",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Magenta Gift Wrap Paper,B910,"30"" x 833' Full Ream / $179.00",Home|Gift Wrap - Jillson Roberts|Solid Gift Wrap Paper,,,No set.,,Matte Finish. 100% post-consumer recycled fiber.,"Gift Wrap Paper

Price per roll.",1,See options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Magenta-Gift-Wrap-Paper/B910.jpg?bw=1000&w=1000&bh=1000&h=1000
Two-Piece Lock Corner Box,GB14143,Please Select a Color|Natural Kraft|White Gloss,Home|Boxes - Gift & Apparel|Two Piece Lock Corner Gift Boxes,,,No set.,,"14 1/2"" x 14 1/2"" x 3"" - 50/case","Two Piece Lock Corner Gift Box
White Gloss or Natural Kraft
Price per case
50 per case
Use: Small Pillow",1,$76.20 ,,,,,,,http://www.packagingsource.com/resize/images/White-2-piece-lock-corner.jpg?bw=1000&w=1000&bh=1000&h=1000
The Hunt Paper Shopping Bags (Cub),9020,N|o| |o|p|t|i|o|n,Home|Equestrian Packaging|Equestrian Paper Shopping Bags,,,No set.,,"8"" x 4 3/4"" x 10 1/4"" - 250/case","Equestrian Paper Shopping Bags
250 bags per case.
Price per case.
Made in the USA.",1,$148.00 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/The-Hunt-Paper-Shopping-Bags-Cub/the-hunt-shopping-bags.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,Please Select Size,Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,"18"" x 417' Half Ream / $119.00",Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,"18"" x 833' Full Ream / $207.50",Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,"24"" x 100' Cutter Box / $38.70",Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,"24"" x 417' Half Ream / $111.50",Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Penguins Gift Wrap,X7896 C,"24"" x 833' Full Ream / $199.70",Home|Gift Wrap - Shamrock|Christmas Gift Wrap Paper,,,No set.,,Available in various sizes.,"Wholesale Gift Wrap Paper

Theme: Christmas gift wrap paper
Made in USA.
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Penguins-Gift-Wrap/Penguins.jpg?bw=1000&w=1000&bh=1000&h=1000
Gloss Shopping Bags (Hot Stamp) - Queen,GLOSS-Q-HS,Please select a bag color|White Gloss|Please select a hot stamp color|Baby Blue Matte|Baby Pink Matte|Black Gloss|Black Matte|Black Metallic|Blue Metallic|Burgundy Matte|Burgundy Metallic|Champagne Matte Metallic|Chocolate Metallic|Copper Matte Metallic|Copper Metallic|Dark Brown Matte|Deep Pink Matte|Electric Blue Matte|Forest Green Matte|Fuchsia Metallic|Gold Matte Metallic|Gold Metallic|Green Matte|Green Metallic|Iridescent|Ivory Matte|Lime Metallic|Medium Brown Matte|Navy Blue Matte|Olive Matte|Orange Matte|Orchid Matte|Peacock Matte|Pink Metallic|Purple Matte|Purple Matte Metallic|Purple Metallic|Red Matte|Red Matte Metallic|Red Metallic|Rose Quartz Matte|Silver Matte Metallic|Silver Metallic|Taupe Matte|Teal Matte Metallic|Teal Metallic|Turquoise Matte|White Gloss|White Matte|Yellow Matte,Home|Custom Packaging|Custom Gloss Shopping Bags (Hot Stamped),,,No set.,,"16"" x 6"" x 19 1/4"" - 200/case","Gloss Shopping Bags - Hot Stamped
16"" x 6"" x 19"" is available in white gloss only.
Case Pack: 200 bags
Minimum: 2 cases per size for custom hot stamped bags.
Price per case. Includes 1 color/1 side printing.
Made in U.S.A.
FREE PRINTING PLATE
Click ""Specifications"" to see custom printing information.",2,$162.00 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Gloss-Shopping-Bags-Hot-Stamp-Pup/Packaging-Solutions-2017-Catalog-110.gif?bw=1000&w=1000&bh=1000&h=1000
Winter Birds Paper Shopping Bags (Escort),WINTBIRD-E,N|o| |o|p|t|i|o|n,Home|Closeout Packaging|Closeout Bags|Winter Birds Paper Shopping Bags,,,No set.,,"13"" x 6"" x 15"" - 100/case","Winter Birds Paper Shopping Bags
100 bags per case.
Price per case.
Made in the USA.",1,$49.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Winter-Birds-Paper-Shopping-Bags-Vogue/Winter-Birds-Holiday-Shopping-Bags.jpg?bw=1000&w=1000&bh=1000&h=1000
Peacock Frosted Shopping Bags (Vogue),FB-1051-V,N|o| |o|p|t|i|o|n,Home|Bags - Frosted Bags|Frosted Designer Prints - New|Peacock Frosted Shopping Bags,,,No set.,,"16"" x 6"" x 12"" - 100/case","Frosted Designer Shopping Bags
100 bags per case
Price per case",1,$79.90 ,,,,,,,http://www.packagingsource.com/resize/images/FB-1051-Peacock.jpg?bw=500&bh=500
"Chocolate Curling Ribbon - 3/16"" x 500yds",C1-18,N|o| |o|p|t|i|o|n,Home|Ribbons & Bows|Curling Ribbon,,,No set.,,No dim.,"Curling Ribbon
Price per roll.",1,$2.09 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Chocolate-Curling-Ribbon-3-16-x-500yds/curlingribbon_chocolate.jpg?bw=1000&w=1000&bh=1000&h=1000
Watercolor Dots Frosted Shopping Bags (Vogue),FB-1064-V,N|o| |o|p|t|i|o|n,Home|Bags - Frosted Bags|Frosted Designer Prints - New|Watercolor Dots Frosted Shopping Bags,,,No set.,,"16"" x 6"" x 12"" - 100/case","Frosted Designer Shopping Bags
100 bags per case
Price per case",1,$79.90 ,,,,,,,http://www.packagingsource.com/resize/images/FB-1064-Watercolor-Dots.jpg?bw=500&bh=500
GW-8924 (6000) Gift Wrap Paper,GW-8924 (6000),Please Select Size,Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8924-6000-Gift-Wrap-Paper/GW-8924.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-8924 (6000) Gift Wrap Paper,GW-8924 (6000),"24"" x 417' Half Ream / $182.80",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8924-6000-Gift-Wrap-Paper/GW-8924.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-8924 (6000) Gift Wrap Paper,GW-8924 (6000),"24"" x 833' Full Ream / $332.90",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8924-6000-Gift-Wrap-Paper/GW-8924.jpg?bw=1000&w=1000&bh=1000&h=1000
"Lavender Dyna Satin Ribbon - 1 3/8"" x 100yds",5100-9-120,N|o| |o|p|t|i|o|n,Home|Ribbons & Bows|Dyna Satin Ribbon,,,No set.,,No dim.,"Dyna Satin Ribbon
Price per roll

Dyna Satin is more durable than and easier to work with than regular satin or acetate ribbon and features a shiny satin finish on one side and a flat finish on the other side.

Dyna Satin Ribbon can be customized with your store name. Please contact customer service at 1-800-624-6244 for more details.",1,$10.80 ,,,,,,,http://www.packagingsource.com/resize/images/Lavender-Dyna-satin-ribbon.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-8374 (9500) Gift Wrap Paper (Holographic),GW-8374 (9500),Please Select Size,Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8374-9500-Gift-Wrap-Paper-Holographic/GW-8374.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-8374 (9500) Gift Wrap Paper (Holographic),GW-8374 (9500),"24"" x 417' Half Ream / $234.00",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8374-9500-Gift-Wrap-Paper-Holographic/GW-8374.jpg?bw=1000&w=1000&bh=1000&h=1000
GW-8374 (9500) Gift Wrap Paper (Holographic),GW-8374 (9500),"24"" x 833' Full Ream / $445.00",Home|Gift Wrap - Sullivan Paper|Sullivan Gift Wrap - Christmas/Holiday,,,No set.,,Available in various sizes.,"Sullivan Gift Wrap Paper
Wholesale Gift Wrap Pricing
Price per roll.",1,See Size Options,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/GW-8374-9500-Gift-Wrap-Paper-Holographic/GW-8374.jpg?bw=1000&w=1000&bh=1000&h=1000
Red Gingham T-Shirt Bags (Small),GC-R-TS-S,N|o| |o|p|t|i|o|n,Home|Bags - Plastic Bags|T-Shirt Bags - Designs,,,No set.,,"7"" x 4"" x 15"" - 1,000/case","Red Gingham Collection
T-Shirt High-Density Plastic Bags
1,000 bags per case
Price per case",1,$44.00 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Red-Gingham-T-Shirt-Bags-Small/ginghamredtshirtbag.jpg?bw=1000&w=1000&bh=1000&h=1000
Light Blue Spring-Fill Crinkle Cut Shred,C40-LB,N|o| |o|p|t|i|o|n,Home|Shreds|Crinkle Cut Shred|40 lb Spring-Fill Crinkle Cut,,,No set.,,40# Box,"40 lb box
Light Blue Crinkle Cut Shred",1,$109.00 ,,,,,,,http://www.packagingsource.com/resize/images/Springfill_Crinkle_Light-Blue.jpg?bw=1000&w=1000&bh=1000&h=1000
Peacock Frosted Shopping Bags (Pup),FB-1051-P,N|o| |o|p|t|i|o|n,Home|Bags - Frosted Bags|Frosted Designer Prints - New|Peacock Frosted Shopping Bags,,,No set.,,"5"" x 3"" x 8"" - 100/case","Frosted Designer Shopping Bags
100 bags per case
Price per case",1,$39.90 ,,,,,,,http://www.packagingsource.com/resize/images/FB-1051-Peacock.jpg?bw=500&bh=500
Jute Cord - Red,A10400-00050-B013,N|o| |o|p|t|i|o|n,Home|Ribbons & Bows|Jute Cord,,,No set.,,2mm x 50 yards,"100% natural jute cord is Eco friendly and biodegradable. 100% Jute.
Price per roll.",1,$5.15 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Jute-Cord-Red/026521864464.jpg?bw=1000&w=1000&bh=1000&h=1000
"White Curling Ribbon - 3/8"" x 250yds",C3-01,N|o| |o|p|t|i|o|n,Home|Ribbons & Bows|Curling Ribbon,,,No set.,,No dim.,"Curling Ribbon
Price per roll.",1,$2.09 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/White-Curling-Ribbon-3-8-x-250yds/curlingribbon_white.jpg?bw=1000&w=1000&bh=1000&h=1000
Clear Hard Bottom Bags (Size 6),B166-RVG,N|o| |o|p|t|i|o|n,Home|Cello Bags & Rolls,,,No set.,,500/case,"Clear Hard Bottom Bags
3 1/4"" x 2"" x 12""
500 Bags per case
Price per case

Suitable for a wide range of products, the bags' integral bases allow for even the lightest products to stand properly for display.",1,$179.10 ,,,,,,,http://www.packagingsource.com/resize/images/Clear-Hard-Bottom-Bag.JPG?bw=500&bh=500
Leopard Tissue Paper,196-200B,N|o| |o|p|t|i|o|n,Home|Tissue Paper|Animal Print Tissue Paper - Made in USA,,,No set.,,"20"" x 30"", 200 sheets/pack","200 sheets per package
Price per pack",1,$39.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Leopard-Tissue-Paper/leopardtissuepaper.jpg?bw=1000&w=1000&bh=1000&h=1000
Enviro Euro Take Out Bags,ETIMPERIAL ENVIRO,Please select a bag color|Natural Kraft|White Kraft,Home|Bags - Euro Tote Bags|Enviro Euro Take Out Bags,,,No set.,,"12"" x 12"" x 12"" - 50/case","Enviro Euro Take Out Bags
Our contemporary style enviro take out bags are available in eco-white or natural kraft with matching colored handles which are made with earth friendly materials and feature cardboard bottom inserts for added stability. Available in four popular take out sizes with extra wide gussets to fit all the various food service box sizes. Add a hot stamp, ink print, screen print, vibrant color sensations or four color process print to enhance your packaging presentation.
Both bag colors have a natural kraft interior.
Case Pack: 50
Price per case.
Contact customer service at 1-800-624-6244 for custom printed pricing.",1,$61.50 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Enviro-Euro-Take-Out-Bags/enviro_euro_take_out_bags.jpg?bw=1000&w=1000&bh=1000&h=1000
Black French Toile PapernShopping Bags (Pup),FTP-BK,N|o| |o|p|t|i|o|n,Home|Bags - All Occasion Bags|French Toile Black Paper Shopping Bags,,,No set.,,"5"" x 3"" x 8"" - 100/case","Black French Toile Collection
Pup Shoppers with Handles
Price per 100
100 per case",1,$36.90 ,,,,,,,http://www.packagingsource.com/resize/images/French-Toile-Black.jpg?bw=1000&w=1000&bh=1000&h=1000
Watercolor Dots Frosted Shopping Bags (Pup),FB-1064-P,N|o| |o|p|t|i|o|n,Home|Bags - Frosted Bags|Frosted Designer Prints - New|Watercolor Dots Frosted Shopping Bags,,,No set.,,"5"" x 3"" x 8"" - 100/case","Frosted Designer Shopping Bags
100 bags per case
Price per case",1,$39.90 ,,,,,,,http://www.packagingsource.com/resize/images/FB-1064-Watercolor-Dots.jpg?bw=500&bh=500
Lovely Lovely Tissue Paper,PT454,N|o| |o|p|t|i|o|n,Home|Tissue Paper|Valentines/Wedding Tissue - Made in USA,,,No set.,,"20"" x 30"", 240 sheets/pack","20"" x 30"" sheet size.
240 sheets per package.
Price per package.",1,$49.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Lovely-Lovely-Tissue-Paper/PT454.jpg?bw=1000&w=1000&bh=1000&h=1000
Reindeer Frosted Shopping Bags (Cub),FB-193-C,N|o| |o|p|t|i|o|n,Home|Bags - Frosted Bags|Frosted Designer Prints - New|Reindeer Collection,,,No set.,,"8"" x 5"" x 10"" - 100/case","Frosted Designer Shopping Bags
100 bags per case
Price per case",No min qty.,$39.90 ,,,,,,,http://www.packagingsource.com/resize/images/FB-193-Reindeer.jpg?bw=1000&w=1000&bh=1000&h=1000
Vintage Truck Shopping Bag (Pup),TRUCK-P,N|o| |o|p|t|i|o|n,Home|Bags - Christmas Bags|Vintage Truck Paper Shopping Bags,,,No set.,,"5"" x 3"" x 8"" - 100/case","Vintage Truck Shopping Bags
100 shopping bags per carton.
Price per carton.",1,$39.90 ,,,,,,,http://www.packagingsource.com/resize/Shared/Images/Product/Vintage-Truck-Shopping-Bag-Pup/Truck-Bas.jpg?bw=1000&w=1000&bh=1000&h=1000
