Classy Art,"Mailing Address: 300 North York St.-Houston,TX 77003-United States",Company Phone: (800) 372-8007,Company Website: www.ClassyArt.net,"Directory Contact: Gabriel Cohen, gabriel@classyart.net",
CMA,"Mailing Address: 110 East 9th Street Suite A-669-Los Angeles,CA 90079-United States",Company Phone: (800) 874-6716,Company Website: www.cmagifts.com,"Directory Contact: Maggie Lopez, maggie@cmagifts.com",
"BAZHOU CITY BIAODIAN FURNITURE CO., LTD","Mailing Address: Xinzhang Economical Zone, Shengfang Town-Bazhou City,Hebei-China",Company Phone: 0086-316-7535503,Company Website: www.cnbdjj.com/main/main.asp,"Directory Contact: Peter Cui, info@cnbdjj.com",
Coast to Coast Imports,"Mailing Address: P.O. Box 2157-Memphis,TN 38101-United States",Company Phone: (901) 946-8990,Company Website: www.coasttocoastaccents.com,"Directory Contact: Jana Link, jana@ctoconline.com","  Ann Coulter, acoulter@ctoconline.com"
"Colorado Dallas, LLC","Mailing Address: 39329 US Highway 285-PO Box 162-Jefferson,CO 80456-United States",Company Phone: (719) 836-1550,Company Website: www.coloradodallas.com,"Directory Contact: Chris Spence, MPejospence@yahoo.com",
CorLiving,"Mailing Address: 2252 190th Street-Surrey,BC V3S 3W7-Canada",Company Phone: (604) 542-7650,Company Website: www.corliving.com,"Directory Contact: Gary Gibson, ggibson@corliving.com",
Couleur Nature & Lothantique,"Mailing Address: 13741 Danielson St., Suite E-Poway,CA 92064-United States",Company Phone: (858) 513-1564,Company Website: www.couleurnature.com / www.lothantique.ca,"Directory Contact: Keillan Mullin, keillan@couleurnature.com","  Gil Tani, gil@lothantique.ca"
C + D,"Mailing Address: 23016 N. 63rd Ave.-Glendale,AZ 85310-United States",Company Phone: (623) 826-0086,Company Website: www.cplusdindustry.com,"Directory Contact: Dawn Albright, dawn@cplusdindustry.com",
Creative Co-Op,"Mailing Address: 6000 Freeport, Suite 101-Memphis,TN 38141-United States",Company Phone: (866) 323-2264,Company Website: www.creativecoop.com,"Directory Contact: General Inquiries, customerservice@creativecoop.com","  Nicole Prevost, nicole.prevost@creativecoop.com"
Crestview Collection,"Mailing Address: 4300 Concorde Rd-Memphis,TN 38118-United States",Company Phone: (901) 547-1198,Company Website: www.crestviewcollection.com,"Directory Contact: Sales, sales@crestviewcollection.com",
"CTW Home Collection (Colonial Tin Works, Inc.)","Mailing Address: PO Box 49909-Greensboro,NC 27419-1909-United States",Company Phone: (800) 433-5054,Company Website: www.ctwhomecollection.com,"Directory Contact: Customer Service, shop@ctwhomecollection.com",
Camas y Muebles Monterrey S.A. de C.V.,"Mailing Address: FUTURO NOGALAR 111 COL. INDUSTRIAL NOGALAR-SAN NICOLAS DE LOS GZA,66480-Mexico",Company Phone: 8183059046,Company Website: www.cymfurniture.com,"Directory Contact: LILIANA TAMEZ, LTAMEZ@CYMM.COM","  DAVE ECONOMON, DECON36860@AOL.COM"
Dalin Enterprise,"Mailing Address: 1444 W. 37th Street-Chicago,IL 60609-United States",Company Phone: (773) 376-0088,Company Website: www.dalin.us,"Directory Contact: Linda Sui, guopingsui@hotmail.com",
Design Imports,"Mailing Address: PO Box 58244-Seattle,WA 98138-United States",Company Phone: (425) 970-6500,Company Website: www.designimports.com,"Directory Contact: Amy Johnson, amy@designimports.com",
Digio Leather,"Mailing Address: Via Canova, 5-Altamura (BA),ITALY 70022-Italy",Company Phone: +39 0808764559,Company Website: www.digioleather.com/,"Directory Contact: Vincenza Abbatiello, sales@creationitalia.it",
Dona Bela Shreds,"Mailing Address: 1251 73rd St.-Windsor Heights,IA 50324-United States",Company Phone: (877) 361-0884,Company Website: www.donabelashreds.com,"Directory Contact: Lindsey Van Heel, lindsey@donabelashreds.com",
Dormeo N.A.,"Mailing Address: 3151 Briarpark Drive, Suite 1220-Houston,TX 77042-United States",Company Phone: (713) 706-3888,Company Website: www.dormeo.com,"Directory Contact: Karen Baartmans, karen.baartmans@dormeo-na.com",
Dovetail Furniture and Designs,"Mailing Address: 14000 S. Figueroa Street-Los Angeles,CA 90061-United States",Company Phone: (310) 380-4800,Company Website: www.dovetailfurnitureonline.com,"Directory Contact: Cecilia Miller, cecilia@dovetailfurniture.info",
Dynamic Rugs,"Mailing Address: 4845 Governors Way-Frederick,MD 21704-United States",Company Phone: (240) 405-1360,Company Website: www.dynamicrugs.com,"Directory Contact: Matthew Rouhanian, Matthew@dynamicrugs.com",
ABBIAMO TUTTO,"Mailing Address: PO Box 6624-McLean,VA 22106-6624-United States",Company Phone: (703) 790-0172,Company Website: www.e-abbiamotutto.com,"Directory Contact: Donna Marie Territo, info@e-abbiamotutto.com",
ekReedy Interiors,"Mailing Address: 140 E Broadway Ave Ste2-Jackson,WY 83001-United States",Company Phone: (307) 739-9121,Company Website: www.ekreedy.com,"Directory Contact: Kathy Reedy, kathy@ekreedy.com",
Elk Group International,"Mailing Address: 12 Willow Ln-Nesquehoning,PA 18240-1228-United States",Company Phone: (800) 613-3261,Company Website: www.elkgroupinternational.com; www.egicatalogs.com,"Directory Contact: James Ashley, jamesa@elkgroupinternational.com","  Jared Murphy, jaredm@elkgroupinternational.com"
Fashion Bed Group,"Mailing Address: 6755 W. 65th Street-Bedford Park,IL 60638-United States",Company Phone: (800) 825-5233,Company Website: www.fashionbedgroup.com,"Directory Contact: Jennifer Hockey, jennifer.hockey@leggett.com",
Ferrum Technology,"Mailing Address: 8089 N Hwy 99W-McMinnville,OR 97128-United States",Company Phone: (503) 883-9743,Company Website: www.ferrumtechnology.com,"Directory Contact: Jessica Caldwell, jessica@ferrumtechnology.com",
Inada Massage Chairs,"Mailing Address: 2125 32nd Street-Boulder,CO 80301-United States",Company Phone: (303) 572-5000,Company Website: www.fflbrands.com,"Directory Contact: John Webster, marketing@fflbrands.com",
Art Floral Trading LLC,"Mailing Address: 274 Redwood Shores Pkwy. Suite 419-Redwood City,CA 94065-United States",Company Phone: (408) 849-4788,Company Website: www.floralimport.com,"Directory Contact: Pearl Tiya, pearl@floralimport.com",
"XIAMEN FORHOUSE INDUSTRY & TRADE CO., LTD.","Mailing Address: NO. 186 Wengjiao Road Taiwan Businessmen Investment Zone-Zhangzhou,363107-China",Company Phone: 0086 15005002742,Company Website: www.forhousebedding.com,"Directory Contact: Sam, sam@forhouse-f.com",
Arason Enterprises Inc.,"Mailing Address: PO Box 3274-Annapolis,MD 21403-United States",Company Phone: (214) 584-6557,Company Website: www.fu-chest.com,"Directory Contact: Jane Arason, jarason@comcast.net",
FurnServe,"Mailing Address: 25825 S New Town Dr-Chandler,AZ 85248-6730-United States",Company Phone: (888) 495-7876,Company Website: www.furnserve.com,"Directory Contact: Tom Rhea, tar@furnserve.com",
Galaxy Home Decoration Inc.,"Mailing Address: PO Box 2415-San Leandro,CA 94577-United States",Company Phone: (510) 895-8981,Company Website: www.galaxyhomeinc.com,"Directory Contact: Gary Li, gary@galaxyhomeinc.com",
Garber Corp,"Mailing Address: 600 29th Ave.-Oakland,CA 94601-2127-United States",Company Phone: (510) 434-1880,Company Website: www.garbercorp.com,"Directory Contact: Liran Garber, liran@garbercorp.com","  Guy Garber, guy@garbercorp.com"
Genesis Software Systems,"Mailing Address: PO Box 18723-Spokane,WA 99228-United States",Company Phone: (509) 536-4739,Company Website: www.genesisadvantage.com,"Directory Contact: Crystal Migliore, info@genesisadvantage.com",
Glideaway Sleep Products,"Mailing Address: 8226 Lackland Rd-Saint Louis,MO 63114-4509-United States",Company Phone: (314) 426-3999,Company Website: www.glideaway.com,"Directory Contact: Dan Baker, dbaker@glideaway.com","  John Schulte, jschulte@glideaway.com"
Gold Leaf Design Group,"Mailing Address: 1300 S Kostner-Chicago,IL 60623-United States",Company Phone: (312) 738-1790,Company Website: www.goldleafchicago.com,"Directory Contact: Darren DeMatoff, darren@goldleafdesigngroup.com",
Grace Direct / Greenleaf / Votivo,"Mailing Address: 951 S Pine St Ste 115-Spartanburg,SC 29302-3370-United States",Company Phone: (864) 515-9515,Company Website: www.gracedirect.com,"Directory Contact: Janet Rosman, customerrelations@gracedirect.com",
Grander Images Inc.,"Mailing Address: 370 Great Southwest Pkwy SW Ste J-Atlanta,GA 30336-2335-United States",Company Phone: (404) 691-7707,Company Website: www.granderimages.com,"Directory Contact: Leigh Anna Burris, leighanna@granderimages.com",
Handy Living,"Mailing Address: 29 E. Hintz Rd-Wheeling,IL 60090-United States",Company Phone: (847) 229-8800,Company Website: www.handyliving.com,"Directory Contact: Kenneth Shonfeld, kshonfeld@handykenlin.com",
"Hanna's Handiworks, LLC","Mailing Address: 350 NW Space Center Dr.-Lee's Summit,MO 64064-1272-United States",Company Phone: (816) 373-3900,Company Website: www.hannashandiworks.com,"Directory Contact: Heath or Sandra, info@hannashandiworks.com",
"HIC, Harold Import Co.","Mailing Address: 747 Vassar Ave-Lakewood,NJ 08701-6908-United States",Company Phone: (800) 526-2163,Company Website: www.haroldimport.com,"Directory Contact: David Mulligan, dmulligan@haroldimport.com",
Home Collections by Raghu,"Mailing Address: 6755 Commerce Court Drive-Columbus,OH 43004-United States",Company Phone: (614) 759-7507,Company Website: www.hcbyraghu.com,"Directory Contact: Karen Gonzalez, karen@hcbyraghu.com",
Hillsdale Furniture,"Mailing Address: 3901 Bishop Lane-Louisville,KY 40218-United States",Company Phone: (502) 562-0000,Company Website: www.hillsdalefurniture.com,"Directory Contact: Michelle Eiden, meiden@hillsdalefurniture.com",
Hobo Bags,"Mailing Address: 9025 Junction Drive-Annapolis Junction,MD 20701-United States",Company Phone: 9164256938,Company Website: www.hobobags.com,"Directory Contact: Patricia, pwatson@hobobags.com","  Patricia, pwatson@hobobags.com"
Holland House Furniture,"Mailing Address: 9420 E 33rd St-Indianapolis,IN 46235-4204-United States",Company Phone: (317) 895-4300,Company Website: www.hollandhousefurniture.com,"Directory Contact: Robert Kimbrell, robert@hollandhousefurniture.com",
Hollywood Bed & Spring Mfg.,"Mailing Address: 5959 Corvette St-Commerce,CA 90040-1601-United States",Company Phone: (323) 887-9500,Company Website: www.hollywoodbed.com,"Directory Contact: Jason Harrow, jharrow@hollywoodbed.com",
7 SEAS,"Mailing Address: 239-41 Boranada Industrial Park-Jodhpur,324001-India",Company Phone: +919529277070,Company Website: www.homeaccentsgallery.com,"Directory Contact: Kanta Devi, homeaccentsllc@gmail.com","  Yogesh Sharma, homeaccentsllc@gmail.com"
"Honey and Me, Inc.","Mailing Address: 2908 N Graham Rd-Franklin,IN 46131-United States",Company Phone: (877) 837-8838,Company Website: www.honeyandme.com,"Directory Contact: Lisa Liffick, lliffick@honeyandme.com",
"Changzhou Harvest Furniture Co., Ltd","Mailing Address: 7 Tongshen RD. Henling Town-Wujing District Chang Zhou-Changzhou,Jiangsu 213101-China",Company Phone: 8613806118852,Company Website: www.honland.com/,"Directory Contact: ZHOU JIE, lisa.zhu@honland.com",
Home Trends & Design Ltd.,"Mailing Address: 3910 S Industrial Dr, Ste 100-Austin,TX 78744-United States",Company Phone: (512) 804-5450,Company Website: www.htddirect.com,"Directory Contact: Hank Cravey, hank@htddirect.com",
Imani Collective,"Mailing Address: 4224 Main St.-Dallas,TX 75243-United States",Company Phone: 214.810.3736,Company Website: www.imanicollective.com,"Directory Contact: Annette Wilson, annette@imanicollective.com",
IMAX Worldwide Home,"Mailing Address: PO Box 472188-Tulsa,OK 74147-United States",Company Phone: (800) 882-4629,Company Website: www.imaxcorp.com,"Directory Contact: Mac McElhaney, mac@imaxcorp.com",
IMG USA,"Mailing Address: 508 Bateman Cir-Corona,CA 92880-2011-United States",Company Phone: (951) 738-1787,Company Website: www.imgcomfort.com,"Directory Contact: Per Boye, perboye@mac.com",
Plentiful Pantry,"Mailing Address: PO Box 65527-Salt Lake City,UT 84165-United States",Company Phone: (801) 977-9077,Company Website: www.intermountainfood.com,"Directory Contact: Lisa Swartley, lisa@intermountainfood.com",
"In the Breeze, LLC","Mailing Address: 63075 18th Street-Bend,OR 97701-United States",Company Phone: (541) 389-1417,Company Website: www.inthebreeze.com,,
Jodi Bombardier Jewelry,"Mailing Address: 4751 W. Hardy Rd.-Tucson,AZ 85742-United States",Company Phone: (520) 419-4183,Company Website: www.jodibombardier.com,"Directory Contact: Jodi Bombardier, jodi@jodibombardier.com",
"K & K Interiors, Inc.","Mailing Address: 2230 Superior St-Sandusky,OH 44870-1843-United States",Company Phone: (877) 647-0111,Company Website: www.kkinteriors.com,"Directory Contact: Mark Walls, mark.walls@kkinteriors.com","  Doug Brown, doug.brown@kkinteriors.com"
Le Cluny,"Mailing Address: PO Box 1561-Wrightsville Beach,NC 28480-1561-United States",Company Phone: (910) 395-0033,Company Website: www.lecluny.com,"Directory Contact: Thierry Basilio, lecluny@aol.com",
Leftbank Art,"Mailing Address: 14930 Alondra Blvd.-La Mirada,CA 90638-United States",Company Phone: (562) 623-9328,Company Website: www.leftbankart.com,"Directory Contact: Jeanne Grace, jeanne@leftbankart.com",
Lenasi,"Mailing Address: 24907 Avenue Tibbitts #C-Valencia,CA 91355-United States",Company Phone: (818) 473-5525,Company Website: www.lenasifurniture.com,"Directory Contact: John Harutunian,",
Letter Craft,"Mailing Address: 3000 E. Ray Rd.-Bldg. 6 Ste. 102-Gilbert,AZ 85296-United States",Company Phone: 480-565-9997,Company Website: www.letter-craft.com,"Directory Contact: Katie Young, hello@lettercraftdesigns.com","  Brandon Young, hello@lettercraftdesigns.com"
LH Imports,"Mailing Address: 200-8085 North Fraser Way-Burnaby,BC V5J5M8-Canada",Company Phone: (604) 872-3116,Company Website: www.lhimports.com,"Directory Contact: Jade Ganasi, jade@lhimports.com",
Lua,"Mailing Address: 8936 Appian Way-Los Angeles,CA 90046-United States",Company Phone: (323) 656-0650,Company Website: www.livelovelua.com,"Directory Contact: Dat Tran, dat@shopLUA.com","  Pat Gough, pat@shopLUA.com"
Loloi Rugs,"Mailing Address: 4501 Spring Valley Rd-Dallas,TX 75244-3706-United States",Company Phone: (972) 503-5656,Company Website: www.loloirugs.com,"Directory Contact: Cyrus Loloi, cloloi@loloirugs.com",
Looksur,"Mailing Address: 2478 Princeton Ct.-Weston,FL 33327-United States",Company Phone: (877) 349-0389,Company Website: www.looksur.com,"Directory Contact: Patricia Bombardi, pbombardi@looksur.com",
Love & Fig,"Mailing Address: PO Box 128366-Nashville,TN 37212-United States",Company Phone:,Company Website: www.loveandfig.com,"Directory Contact: Jennifer Maloy, loveandfig@icloud.com",
LumiSource,"Mailing Address: 2950 Old Higgins Road-Elk Grove Village,IL 60007-United States",Company Phone: (847) 699-8988,Company Website: www.lumisource.com,"Directory Contact: Kelly Mccarty, marketing@lumisource.com","  Frank Linas, franklinas@lumisource.com"
Mallin Casual Furniture,"Mailing Address: 1 Minson Way-Montebello,CA 90640-United States",Company Phone: (323) 513-1041,Company Website: www.mallinfurniture.com,"Directory Contact: Amber Chen, amberc@minson.com",
Cheers / Man-Wah (USA),"Mailing Address: 668 N. Main Street-High Point,NC 27260-United States",Company Phone: (336) 884-3160,Company Website: www.manwahholdings.com,"Directory Contact: Shannon McKaughn, smmckaughn@yahoo.com","  Shannon McKaughn, smmckaughn@yahoo.com"
Marshall Mattress,"Mailing Address: 83 Bakersfield Street-North York,ON M3J 1Z4-Canada",Company Phone: (416) 633-5543,Company Website: www.marshallmattress.com,"Directory Contact: Eric Warner, ewarner@marshallmattress.com",
"MBARE, LTD.","Mailing Address: 118 Commerce Blvd. #2-Athens,GA 30606-United States",Company Phone: (706) 354-1445,Company Website: www.mbare.com,"Directory Contact: Robert Stewart, robbie@mbare.com",
"McSteven's, Inc.","Mailing Address: 5600 NE 88th St.-Vancouver,WA 98665-United States",Company Phone: (360) 944-5788,Company Website: www.mcstevens.com,"Directory Contact: Kermit Miller, kermit@mcstevens.com",
Mostly Signs,"Mailing Address: 12993 Los Nietos Rd.-Santa Fe Springs,CA 92670-United States",Company Phone: (562) 906-9811,Company Website: www.mostlysigns.com,"Directory Contact: Geoff Secrist, geoff@mostlysigns.com",
Evergreen Enterprises,"Mailing Address: 5915 Midlothian Tpke-Richmond,VA 23225-5917-United States",Company Phone: (804) 231-1800,Company Website: www.myevergreenonline.com,"Directory Contact: Nicole Linaweaver, NicoleL@myevergreen.com",
LendPro,"Mailing Address: 935 2nd St, SE, Building B-510-Charlottesville,VA 22902-United States",Company Phone: (434) 202-0137,Company Website: www.mylendpro.com,"Directory Contact: Jason Benton, jbenton@mylendpro.com",
My Mothers Buttons,"Mailing Address: 21221 Shell Valley Rd-Edmonds,WA 98026-7346-United States",Company Phone: (425) 778-3693,Company Website: www.mymothersbuttons.com,"Directory Contact: Linda Wright, mymothersbuttons@aol.com",
Option 2 / Walpert / Silver Tree,"Mailing Address: 1695 55th Ave.-Dorval,QC H9P 2W3-Canada",Company Phone: (800) 661-1176,Company Website: www.myoption2.com,"Directory Contact: Martin Walpert, mwalpert@myoption2.com",
Myriad Software,"Mailing Address: 10805 Rancho Bernardo Rd-Suite 250-San Diego,CA 92127-United States",Company Phone: (800) 676-4243,Company Website: www.myriadsoftware.com,"Directory Contact: Carolyn Crowley, execasst@myriadsoft.com","  Carolyn Crowley, carolyn@myriadsoftware.com"
Screen Gems & Teton Home,"Mailing Address: 21160 S. Figueroa Street-Carson,CA 90745-United States",Company Phone: (310) 545-9091,Company Website: www.myscreengems.com,"Directory Contact: John McLaughlin, johnm1777@gmail.com","  Cathy McLaughlin, screengems77@gmail.com"
Mystic Seaport,"Mailing Address: PO Box 6000-75 Greenmanville Ave.-Mystic,CT 06355-1939-United States",Company Phone: (800) 248-1066,Company Website: www.mysticseaport.org,"Directory Contact: Rae Gray, rae_anna.gray@mysticseaport.org",
The Naked Bee,"Mailing Address: 100 Fidelitone Way-Elizabethton,TN 37643-United States",Company Phone: (888) 871-1811,Company Website: www.nakedbee.bz,,
"Notes & Queries, Inc.","Mailing Address: 1405 Tangier Dr. Ste C-Middle River,MD 21220-United States",Company Phone: (410) 682-6102,Company Website: www.nandq.com,"Directory Contact: Alan Harnik, alan@nandq.com",
New Canaan Farms,"Mailing Address: 5916 Highway 290 West-Dripping Springs,TX 78620-United States",Company Phone: (800) 727-5267,Company Website: www.newcanaanfarms.com,"Directory Contact: Cynthia Figer, cindy@newcanaanfarms.com",
Nick Alain,"Mailing Address: 3640 E 10Th Ct-Hialeah,FL 33013-United States",Company Phone: (786) 409-5775,Company Website: www.nickalain.com,"Directory Contact: Elena Solomakho, elena.nickalain@gmail.com",
Serta ComfortLift,"Mailing Address: 5850 Town & Country Blvd, Suite 1203-Frisco,TX 75034-United States",Company Phone: (214) 407-8645,Company Website: www.novo-home.com,"Directory Contact: Deana Smithee, dsmithee@novohome.net","  Tony Dawson, info@novohome.net"
Ave Six,"Mailing Address: 1901 S Archibald Ave-PO Box 3520-Ontario,CA 91761-United States",Company Phone: (909) 930-2000,Company Website: www.officestar.net,"Directory Contact: Fred Rueda, Fred.Rueda@officestar.net",
Okin,"Mailing Address: No.465 Xinnanyang Road-Wangjiangjing Development Zone,Jiaxing,CH02-China",Company Phone: 0086-400-887-8573,Company Website: www.okin-refined.com,"Directory Contact: Trentan McCall, Trentan@refinedchina.com",
Olivia Riegel,"Mailing Address: PO Box 191769-Dallas,TX 75219-8506-United States",Company Phone: (866) 267-6787,Company Website: www.oliviariegel.com,"Directory Contact: Michelle Cox, Michelle.Cox@OliviaRiegel.com",
Outpost Original Inc.,"Mailing Address: 111 Gun Street-Pointe Claire,QC H9R 3X2-Canada",Company Phone: (514) 697-9000,Company Website: www.outpostoriginal.com,"Directory Contact: Charlotte Toit, charlotte@outpostoriginal.com",
Oriental Weavers,"Mailing Address: 3252 Dug Gap Rd SW-Dalton,GA 30720-4923-United States",Company Phone: (800) 832-8020,Company Website: www.owrugs.com,"Directory Contact: Emily Amon, eamon@owrugs.com",
"Pacific Paladin Imports, Inc.","Mailing Address: 464 Valletta Ct-Punta Gorda,FL 33950-United States",Company Phone: (678) 697-8273,Company Website: www.pacificpaladin.com,"Directory Contact: James Conley,",
Park Designs,"Mailing Address: 405 Gateway Drive-Goldsboro,NC 27534-United States",Company Phone: (919) 778-9596,Company Website: www.parkdesigns.net,"Directory Contact: Lynn Sasser, lsasser@parkdesigns.net","  Nikki Midgette, nmidgette@parkdesigns.net"
Perq,"Mailing Address: 7225 Georgetown Rd.-Indianapolis,IN 46268-United States",Company Phone: (317) 644-5719,Company Website: www.perq.com,"Directory Contact: Doug Stump, dstump@perq.com",
"Peter Pauper Press, Inc.","Mailing Address: 202 Mamaroneck Ave Suite 400-White Plains,NY 10601-United States",Company Phone: (914) 681-0144,Company Website: www.peterpauper.com,"Directory Contact: Claudine Gandolfi, CGandolfi@peterpauper.com",
Boelter Brands/Peterson Associates,"Mailing Address: 4200 N Port Washington Rd-Glendale,WI 53212-United States",Company Phone: (888) 511-7400,Company Website: www.petersonassoc.com,"Directory Contact: Brad Peterson, brad@petersonassoc.com","  Ward Peterson, ward@petersonassoc.com"
Maurice Milleur,"Mailing Address: 2134 N. Flint Ave-Portland,OR 97227-United States",Company Phone: (503) 477-8242,Company Website: www.pewtergraphicsinc.com,"Directory Contact: Dennis Dexter, info@pewtergraphicsinc.com",
P. Graham Dunn,"Mailing Address: 630 Henry St.-Dalton,OH 44618-9776-United States",Company Phone: (800) 828-5260,Company Website: www.pgrahamdunn.com,"Directory Contact: Andy Yost, andy.yost@pgrahamdunn.com",
Picture King,"Mailing Address: 2818 Congressman Lane-Dallas,TX 75220-United States",Company Phone: (214) 350-4410,Company Website: www.picturekingart.com,"Directory Contact: Rita Shori, sales@picturekingart.com",
Palliser Furniture,"Mailing Address: 70 Lexington Pk-Winnipeg,MB R2G 4H2-Canada",Company Phone: (204) 988-5400,Company Website: www.pinnacleseatingstudio.com,"Directory Contact: Mark Wiltshire, mwiltshire@palliser.ca",
PolarX Ornament and Gift,"Mailing Address: 14850 Foltz Industrial Parkway-Strongsville,OH 44149-United States",Company Phone: (440) 309-4399 x105,Company Website: www.polarxornaments.com,"Directory Contact: Dan Dinunzio, dan@pxornaments.com","  Bob Bunevich, bbunevich@pxornaments.com"
"Poly-Wood, Inc.","Mailing Address: 1001 W Brooklyn St-Syracuse,IN 46567-1433-United States",Company Phone: (833) 665-6300,Company Website: www.polywoodoutdoor.com,"Directory Contact: Jennifer Owens, jowens@polywoodinc.com","  Heather Stevison, hstevison@polywoodinc.com"
Poppa-Artzee,"Mailing Address: P.O. Box 2800-298-Carefree,AZ 85377-United States",Company Phone: (480) 473-1375,Company Website: www.poppaartzee.com,"Directory Contact: Sal Romano, sal@poppaartzee.com","  Bonnie Romano, bonnie@bonnieromano.com"
Port 68,"Mailing Address: 4201 W. Belmont Ave-Chicago,IL 60641-4621-United States",Company Phone: (866) 960-7930,Company Website: www.port68.com,"Directory Contact: Mark Abrams, mark@port68.com",
Prestige Arts / Art Trends / Two Canaries,"Mailing Address: 27992 Camino Capistrano Ste K-Laguna Niguel,CA 92677-1108-United States",Company Phone: (949) 364-1004,Company Website: www.prestigearttrends.com,"Directory Contact: Janet Guy, janet@ati-industries.com",
Primeware,"Mailing Address: 17331 Newhope Street-Fountain Valley,CA 92708-United States",Company Phone: 7145561588,Company Website: www.primewareinc.com,"Directory Contact: Tony Thai, sales@primewareinc.com",
Prints Charming Soho,"Mailing Address: PO Box 585-New York,NY 10012-United States",Company Phone: (678) 643-0457,Company Website: www.printscharmingsoho.com,"Directory Contact: Ari Millner, sales@printscharmingsoho.com",
Pulvermacher Designs Inc.,"Mailing Address: 16600 NW 54th Ave Units 27 and 28-Miami Lakes,FL 33014-United States",Company Phone: (305) 474-0919,Company Website: www.pulvermacherfashion.com,"Directory Contact: Randi Pulvermacher, pulvermacher@bellsouth.net",
"American Cover Design 26, Inc.","Mailing Address: 2131 E 52nd St-Vernon,CA 90058-United States",Company Phone: (323) 582-8666,Company Website: www.pwrugs.com,"Directory Contact: Bella Diego, acd21@pwrugs.com","  Rocio Diaz, sales23@pwrugs.com"
R-Biz Associates,"Mailing Address: 1620 Golden Street-Hermosa Beach,CA 90254-United States",Company Phone: (310) 613-5550,Company Website: www.rbizassociates.com,"Directory Contact: Jerry Pinsky, rbiz.south@gte.net","  Peter Trouw, rbizassoc@gmail.com"
Artexpo,"Mailing Address: PO Box 360-Hinckley,OH 44233-United States",Company Phone: (216) 225-0962,Company Website: www.redwoodmg.com,"Directory Contact: Eric Smith, info@redwoodmg.com","  Rick Barnett, sales@redwoodmg.com"
Regal Art & Gift,"Mailing Address: 1470 Civic Ct, Suite 150-Concord,CA 94520-United States",Company Phone: (800) 681-3040,Company Website: www.regalgift.com,"Directory Contact: Michele Newman, michele@regalgift.com",
Reverie,"Mailing Address: 750 Denison Court-Bloomfield,MI 48302-United States",Company Phone: (888) 888-5990,Company Website: www.reverie.com,"Directory Contact: Lisa Tan, marketing@reverie.com",
Santoro,"Mailing Address: Santoro House-Farfield Park-Rotherham,S63 5DB-United Kingdom",Company Phone: (800) 524-5022,Company Website: www.santoro-london.com,"Directory Contact: Michelle Cooper, sales@santoro.co.uk",
Bedding Technology Industries,"Mailing Address: 1745 Hayden Dr Suite 140-Carrolton,TX 75006-United States",Company Phone: (972) 243-2210,Company Website: www.seacrosstrading.com,"Directory Contact: Curtis Spain, cfspain@tx.rr.com",
"Seahawk Designs, Inc.","Mailing Address: 6550 Van Buren Blvd Ste G-Riverside,CA 92503-1542-United States",Company Phone: (951) 785-1640,Company Website: www.seahawkdesigns.com,"Directory Contact: Brian Jahn, brianj@seahawkdesigns.com",
Seaside Casual Furniture,"Mailing Address: 11 Industrial Drive-Coventry,RI 02816-United States",Company Phone: (401) 792-0979,Company Website: www.seasidecasual.com,"Directory Contact: Paul Evans, pevans@seasidecasual.com","  Chris Capone, ccapone@seasidecasual.com"
Serene House,"Mailing Address: 1814 East Route 70-Suite 350-Cherry Hill,NJ 08003-United States",Company Phone: (856) 673-4117,Company Website: www.serenehouse.com,"Directory Contact: Michael Jeansson, michaelj@serenehouseusa.com","  Kim Greiner, kimg@serenehouseusa.com"
"Sharelle Furnishings, Inc.","Mailing Address: 11626 Tuxford Street-Sun Valley,CA 91352-3134-United States",Company Phone: (818) 252-3444,Company Website: www.SharelleFurnishings.com,"Directory Contact: Carmelle Kiesler, carmelle@sharellefurnishings.com",
Shifman Mattress Company,"Mailing Address: 1 Mott St-Newark,NJ 07105-United States",Company Phone: (973) 589-2400,Company Website: www.shifman.com,"Directory Contact: ,",
Shine Company Inc.,"Mailing Address: 3535 Philadelphia St.-Chino,CA 91710-United States",Company Phone: (909) 590-5005,Company Website: www.shineco.com,"Directory Contact: Margarita Chen, sales@shineco.com",
Sid Dickens Inc,"Mailing Address: 865 Terminal Ave-Vancouver,BC V6A 2M9-Canada",Company Phone: (604) 875-8314,Company Website: www.siddickens.com,"Directory Contact: Maureen Zheng, sales@siddickens.com","  Baljit Gill, sales@siddickens.com"
Signare USA,"Mailing Address: 162 Atlantic-Pomona,CA 91768-United States",Company Phone: (909) 594-6666,Company Website: www.signaretrade.com and www.signare.co.uk,"Directory Contact: Dr. Pei An, info@signareusa.com","  Dr. Cindy Qiu, cindy.qiu@acjade.co.uk"
Sleep & Beyond,"Mailing Address: 14611 El Molino St-Fontana,CA 92335-United States",Company Phone: (909) 262-7966,Company Website: www.sleepandbeyond.com,"Directory Contact: Sardor Azimovich, Sardor@sleepandbeyond.com","  Sarvar Azimovich, Sarvar@sleepandbeyond.com"
Specialty Sleep Association,"Mailing Address: PO Box 432-Friant,CA 93626-9785-United States",Company Phone: (559) 868-4187,Company Website: www.sleepinformation.org,"Directory Contact: Tambra Jones, ssadirector2013@gmail.com",
Smashup Studio,"Mailing Address: 655 Deerfield Rd. #100-227-Deerfield,IL 60015-United States",Company Phone: (575) 751-7611,Company Website: www.smashupstudio.com,"Directory Contact: Carmi Plaut, cyp@smashupstudio.com",
